"year","county","substance","log_rr_median","prob_rr_gt1"
2013,"Defiance","psychostimulant",1.39764008415127,0.9682
2013,"Delaware","psychostimulant",1.28029366954166,0.961
2013,"Erie","psychostimulant",1.34839982642246,0.967333333333333
2013,"Fairfield","psychostimulant",1.41651576380923,0.9776
2013,"Fayette","psychostimulant",1.56925102493397,0.982866666666667
2013,"Franklin","psychostimulant",1.20623179540639,0.974533333333333
2013,"Fulton","psychostimulant",1.33993486416877,0.9606
2013,"Gallia","psychostimulant",1.38229650234782,0.968533333333333
2013,"Geauga","psychostimulant",1.32693425490617,0.9642
2013,"Greene","psychostimulant",1.17621577550628,0.944666666666667
2013,"Guernsey","psychostimulant",1.61549208734163,0.985266666666667
2013,"Hamilton","psychostimulant",1.50088184508698,0.991266666666667
2013,"Hancock","psychostimulant",1.34259824624214,0.963266666666667
2013,"Hardin","psychostimulant",1.32458299918889,0.9632
2013,"Harrison","psychostimulant",1.44509893974978,0.973933333333333
2013,"Henry","psychostimulant",1.29827117771751,0.955533333333333
2013,"Highland","psychostimulant",1.55567844949202,0.978466666666667
2013,"Hocking","psychostimulant",1.39201889149754,0.970866666666667
2013,"Holmes","psychostimulant",1.26157735374608,0.951466666666667
2013,"Huron","psychostimulant",1.39582349012854,0.969333333333333
2013,"Jackson","psychostimulant",1.34144461657618,0.964266666666667
2013,"Jefferson","psychostimulant",1.29856310753294,0.9614
2013,"Knox","psychostimulant",1.38606415813753,0.9664
2013,"Lake","psychostimulant",1.41990246222057,0.978066666666667
2013,"Lawrence","psychostimulant",1.36592553798402,0.970333333333333
2013,"Licking","psychostimulant",1.59042588869329,0.985066666666667
2013,"Logan","psychostimulant",1.39842577110166,0.966733333333333
2013,"Lorain","psychostimulant",1.21676814763573,0.951733333333333
2013,"Lucas","psychostimulant",1.18483281276085,0.9442
2013,"Madison","psychostimulant",1.41679473710101,0.974133333333333
2013,"Mahoning","psychostimulant",1.49280601207546,0.982466666666667
2013,"Marion","psychostimulant",1.41570850846746,0.9696
2013,"Medina","psychostimulant",1.31231812285767,0.9658
2013,"Meigs","psychostimulant",1.39977820033488,0.968933333333333
2013,"Mercer","psychostimulant",1.27377543767479,0.9478
2013,"Miami","psychostimulant",1.24215539590044,0.9538
2013,"Monroe","psychostimulant",1.33730014006707,0.960133333333333
2013,"Montgomery","psychostimulant",1.29630910031244,0.976733333333333
2013,"Morgan","psychostimulant",1.35391384180268,0.962733333333333
2013,"Morrow","psychostimulant",1.40291157961209,0.968333333333333
2013,"Muskingum","psychostimulant",1.20336544251544,0.9468
2013,"Noble","psychostimulant",1.48581667392799,0.977466666666667
2013,"Ottawa","psychostimulant",1.25243550309447,0.9456
2013,"Paulding","psychostimulant",1.40329381115285,0.968533333333333
2013,"Perry","psychostimulant",1.42726548877285,0.971533333333333
2013,"Pickaway","psychostimulant",1.3438773434084,0.966933333333333
2013,"Pike","psychostimulant",1.49817484110773,0.977333333333333
2013,"Portage","psychostimulant",1.27707837570647,0.9614
2013,"Preble","psychostimulant",1.34020994555508,0.964866666666667
2013,"Putnam","psychostimulant",1.25282576447335,0.944866666666667
2013,"Richland","psychostimulant",1.22968940417329,0.953666666666667
2013,"Ross","psychostimulant",1.41764812728734,0.9738
2013,"Sandusky","psychostimulant",1.41541241387487,0.969866666666667
2013,"Scioto","psychostimulant",1.43559836974526,0.972666666666667
2013,"Seneca","psychostimulant",1.19521508102454,0.939733333333333
2013,"Shelby","psychostimulant",1.33332515647982,0.9626
2013,"Stark","psychostimulant",1.48192486838584,0.983333333333333
2013,"Summit","psychostimulant",1.61041317657421,0.9938
2013,"Trumbull","psychostimulant",1.26701320970225,0.9596
2013,"Tuscarawas","psychostimulant",1.22234909597258,0.947266666666667
2013,"Union","psychostimulant",1.30787884675791,0.9608
2013,"Van Wert","psychostimulant",1.35874137122937,0.9648
2013,"Vinton","psychostimulant",1.53155285349236,0.978266666666667
2013,"Warren","psychostimulant",1.26786639141013,0.9632
2013,"Washington","psychostimulant",1.32804148399606,0.965133333333333
2013,"Wayne","psychostimulant",1.44081477551846,0.971266666666667
