"year","county","log_smr_median","race","substance"
2014,"Columbiana",0.700495507063718,"White","cocaine"
2014,"Coshocton",-0.232422907472568,"White","cocaine"
2014,"Crawford",0.534085380046238,"White","cocaine"
2014,"Cuyahoga",1.16939514724512,"White","cocaine"
2014,"Darke",1.10599904701652,"White","cocaine"
2014,"Defiance",-0.0907777696870523,"White","cocaine"
2014,"Delaware",-0.295190987610544,"White","cocaine"
2014,"Erie",0.251662845513215,"White","cocaine"
2014,"Fairfield",-1.0057877412618,"White","cocaine"
2014,"Fayette",1.18180674116895,"White","cocaine"
2014,"Franklin",1.05219437029161,"White","cocaine"
2014,"Fulton",-0.0744217903489284,"White","cocaine"
2014,"Gallia",-0.305668627498567,"White","cocaine"
2014,"Geauga",0.104510342892408,"White","cocaine"
2014,"Greene",0.256608792189264,"White","cocaine"
2014,"Guernsey",0.0290687031274056,"White","cocaine"
2014,"Hamilton",1.52190534084663,"White","cocaine"
2014,"Hancock",0.119339632631049,"White","cocaine"
2014,"Hardin",-0.220785886950182,"White","cocaine"
2014,"Harrison",-0.0169488981756529,"White","cocaine"
2014,"Henry",-0.128841362692245,"White","cocaine"
2014,"Highland",-0.472203532682798,"White","cocaine"
2014,"Hocking",-0.571927863116419,"White","cocaine"
2014,"Holmes",-1.02975658744269,"White","cocaine"
2014,"Huron",0.230378731699879,"White","cocaine"
2014,"Jackson",-0.163144702483909,"White","cocaine"
2014,"Jefferson",0.243783341320908,"White","cocaine"
2014,"Knox",0.126835335506938,"White","cocaine"
2014,"Lake",0.37318586387418,"White","cocaine"
2014,"Lawrence",-0.0440796903504551,"White","cocaine"
2014,"Licking",-0.534450131566861,"White","cocaine"
2014,"Logan",0.440047509797452,"White","cocaine"
2014,"Lorain",0.955607919658973,"White","cocaine"
2014,"Lucas",1.34023978594181,"White","cocaine"
2014,"Madison",0.561706687471347,"White","cocaine"
2014,"Mahoning",1.03183830697994,"White","cocaine"
2014,"Marion",1.54277061313052,"White","cocaine"
2014,"Medina",0.0744090708041073,"White","cocaine"
2014,"Meigs",-0.278387110135467,"White","cocaine"
2014,"Mercer",-0.477512294510584,"White","cocaine"
2014,"Miami",0.39381135964254,"White","cocaine"
2014,"Monroe",-1.03305027906831,"White","cocaine"
2014,"Montgomery",1.19507691802067,"White","cocaine"
2014,"Morgan",-1.30423540503654,"White","cocaine"
2014,"Morrow",-0.0447814926273234,"White","cocaine"
2014,"Muskingum",-0.856170147029939,"White","cocaine"
2014,"Noble",-0.829030747891919,"White","cocaine"
2014,"Ottawa",0.322755242808458,"White","cocaine"
2014,"Paulding",-0.695801259811485,"White","cocaine"
2014,"Perry",-1.18185227963909,"White","cocaine"
2014,"Pickaway",0.31897179654785,"White","cocaine"
2014,"Pike",-0.160574448627375,"White","cocaine"
2014,"Portage",0.707459642204069,"White","cocaine"
2014,"Preble",0.580793076527886,"White","cocaine"
2014,"Putnam",0.254426188418364,"White","cocaine"
2014,"Richland",1.09525365768732,"White","cocaine"
2014,"Ross",1.4037015660723,"White","cocaine"
2014,"Sandusky",0.387091808859796,"White","cocaine"
2014,"Scioto",-0.592895543507962,"White","cocaine"
2014,"Seneca",-0.556476224935822,"White","cocaine"
2014,"Shelby",-0.228182035374682,"White","cocaine"
2014,"Stark",0.886951538479226,"White","cocaine"
2014,"Summit",0.371071755952761,"White","cocaine"
2014,"Trumbull",1.26406432982955,"White","cocaine"
2014,"Tuscarawas",0.0567965553701789,"White","cocaine"
2014,"Union",-0.549405449344582,"White","cocaine"
2014,"Van Wert",-0.0883269734282604,"White","cocaine"
2014,"Vinton",-0.242686687432038,"White","cocaine"
2014,"Warren",0.160790458451932,"White","cocaine"
2014,"Washington",-0.854132877638495,"White","cocaine"
2014,"Wayne",0.286588478402068,"White","cocaine"
2014,"Williams",-0.0825193879816929,"White","cocaine"
2014,"Wood",0.506521916596963,"White","cocaine"
2014,"Wyandot",-0.446060283530138,"White","cocaine"
2015,"Adams",-0.582767369087449,"White","cocaine"
2015,"Allen",0.706711604410476,"White","cocaine"
2015,"Ashland",0.194156108966298,"White","cocaine"
2015,"Ashtabula",0.259572443893778,"White","cocaine"
2015,"Athens",-0.875788345437404,"White","cocaine"
2015,"Auglaize",0.142273408952573,"White","cocaine"
2015,"Belmont",-0.226377997291349,"White","cocaine"
2015,"Brown",0.630722738411576,"White","cocaine"
2015,"Butler",2.00910922591834,"White","cocaine"
2015,"Carroll",0.161344500198214,"White","cocaine"
2015,"Champaign",1.12906225309476,"White","cocaine"
2015,"Clark",2.1228090043946,"White","cocaine"
2015,"Clermont",1.43860710687101,"White","cocaine"
2015,"Clinton",-0.0209757608654668,"White","cocaine"
2015,"Columbiana",1.01186025270393,"White","cocaine"
2015,"Coshocton",-0.112284862878371,"White","cocaine"
2015,"Crawford",0.933222506168493,"White","cocaine"
2015,"Cuyahoga",1.22328542554259,"White","cocaine"
2015,"Darke",1.50266285456706,"White","cocaine"
2015,"Defiance",-0.170299430678631,"White","cocaine"
2015,"Delaware",-0.065101668435958,"White","cocaine"
2015,"Erie",1.0043624424262,"White","cocaine"
2015,"Fairfield",-1.096666793195,"White","cocaine"
2015,"Fayette",0.973190332535328,"White","cocaine"
2015,"Franklin",1.50142742164819,"White","cocaine"
2015,"Fulton",0.328684639607738,"White","cocaine"
2015,"Gallia",-0.0894894597415216,"White","cocaine"
2015,"Geauga",0.0648153683911999,"White","cocaine"
2015,"Greene",0.547273396882294,"White","cocaine"
2015,"Guernsey",0.0187900517459796,"White","cocaine"
2015,"Hamilton",1.93370197176355,"White","cocaine"
2015,"Hancock",0.73304819944618,"White","cocaine"
2015,"Hardin",0.210473986798132,"White","cocaine"
2015,"Harrison",0.0535102616428102,"White","cocaine"
2015,"Henry",0.177150814392955,"White","cocaine"
2015,"Highland",-0.336455428684769,"White","cocaine"
2015,"Hocking",-0.506524399567495,"White","cocaine"
2015,"Holmes",-1.08528850065796,"White","cocaine"
2015,"Huron",0.320126893629263,"White","cocaine"
2015,"Jackson",-0.202574320616824,"White","cocaine"
2015,"Jefferson",0.740221378865716,"White","cocaine"
2015,"Knox",0.27399800901423,"White","cocaine"
2015,"Lake",0.929326542222285,"White","cocaine"
2015,"Lawrence",0.336216351207012,"White","cocaine"
2015,"Licking",-0.884934889751845,"White","cocaine"
2015,"Logan",0.998856015921059,"White","cocaine"
2015,"Lorain",1.3059135204857,"White","cocaine"
2015,"Lucas",1.17791624695925,"White","cocaine"
2015,"Madison",0.878839391129768,"White","cocaine"
2015,"Mahoning",1.29122748274345,"White","cocaine"
2015,"Marion",1.42588977714185,"White","cocaine"
2015,"Medina",0.208504017150833,"White","cocaine"
2015,"Meigs",0.137432572182161,"White","cocaine"
2015,"Mercer",-0.30326923070133,"White","cocaine"
2015,"Miami",0.571390871774048,"White","cocaine"
2015,"Monroe",-1.02054702022739,"White","cocaine"
2015,"Montgomery",1.90379876535431,"White","cocaine"
2015,"Morgan",-1.29036111092976,"White","cocaine"
2015,"Morrow",0.292250617520783,"White","cocaine"
2015,"Muskingum",-0.681884559673024,"White","cocaine"
2015,"Noble",-0.695521702055876,"White","cocaine"
