"year","county","substance","u_median","prob_positive"
2014,"Fayette","cocaine",0.443462525544287,0.880533333333333
2014,"Franklin","cocaine",0.389595214305352,0.8666
2014,"Fulton","cocaine",-0.0745362933241061,0.4438
2014,"Gallia","cocaine",-0.259748223056766,0.293666666666667
2014,"Geauga","cocaine",0.150688661755935,0.6536
2014,"Greene","cocaine",0.235180854397955,0.753866666666667
2014,"Guernsey","cocaine",-0.342674634261715,0.196533333333333
2014,"Hamilton","cocaine",0.971460906277885,0.994
2014,"Hancock","cocaine",-0.0685874539570675,0.4206
2014,"Hardin","cocaine",-0.149869554043693,0.347666666666667
2014,"Harrison","cocaine",-0.175325979815457,0.350733333333333
2014,"Henry","cocaine",-0.00890170960512553,0.491
2014,"Highland","cocaine",-0.189766625875495,0.319733333333333
2014,"Hocking","cocaine",-0.541952849088416,0.0946
2014,"Holmes","cocaine",-0.615515193302661,0.0739333333333333
2014,"Huron","cocaine",0.123994640393557,0.6378
2014,"Jackson","cocaine",-0.233781594954132,0.289666666666667
2014,"Jefferson","cocaine",0.443319058268613,0.851266666666667
2014,"Knox","cocaine",-0.119399419821607,0.3698
2014,"Lake","cocaine",0.210027763671095,0.689866666666667
2014,"Lawrence","cocaine",-0.227115252887791,0.318533333333333
2014,"Licking","cocaine",-0.682579061646619,0.0264
2014,"Logan","cocaine",0.195569259463754,0.693533333333333
2014,"Lorain","cocaine",0.632091729849536,0.963066666666667
2014,"Lucas","cocaine",0.659271562541972,0.965933333333333
2014,"Madison","cocaine",0.290031333066096,0.796
2014,"Mahoning","cocaine",0.82528237863647,0.988733333333333
2014,"Marion","cocaine",0.489244131658346,0.914933333333333
2014,"Medina","cocaine",0.0989436484543336,0.6028
2014,"Meigs","cocaine",-0.41708060316563,0.221266666666667
2014,"Mercer","cocaine",-0.414517308318141,0.217533333333333
2014,"Miami","cocaine",0.413180674839295,0.864266666666667
2014,"Monroe","cocaine",-1.01746648904522,0.0458
2014,"Montgomery","cocaine",0.707699211635809,0.986933333333333
2014,"Morgan","cocaine",-1.19182353864892,0.0074
2014,"Morrow","cocaine",0.100535913322268,0.598133333333333
2014,"Muskingum","cocaine",-0.689014030520817,0.0364666666666667
2014,"Noble","cocaine",-0.833406804294484,0.0312
2014,"Ottawa","cocaine",0.141357209543492,0.616666666666667
2014,"Paulding","cocaine",-0.546352066237671,0.168866666666667
2014,"Perry","cocaine",-1.03166405238533,0.00746666666666667
2014,"Pickaway","cocaine",0.038862323497123,0.542666666666667
2014,"Pike","cocaine",-0.181683389553442,0.343266666666667
2014,"Portage","cocaine",0.385563925649226,0.8678
2014,"Preble","cocaine",0.566413237713985,0.8828
2014,"Putnam","cocaine",-0.0779230411744821,0.4248
2014,"Richland","cocaine",0.639574458211635,0.961333333333333
2014,"Ross","cocaine",0.444425752375831,0.894866666666667
2014,"Sandusky","cocaine",0.124802508613545,0.625866666666667
2014,"Scioto","cocaine",-0.323908929805429,0.237466666666667
2014,"Seneca","cocaine",-0.233887533514636,0.2764
2014,"Shelby","cocaine",0.0556252120999003,0.5534
2014,"Stark","cocaine",0.280739722525366,0.8238
2014,"Summit","cocaine",0.298128421514119,0.820533333333333
2014,"Trumbull","cocaine",0.832829182366173,0.983333333333333
2014,"Tuscarawas","cocaine",-0.181755538604119,0.32
2014,"Union","cocaine",-0.127377984485309,0.359333333333333
2014,"Van Wert","cocaine",-0.154761448263784,0.365466666666667
2014,"Vinton","cocaine",-0.356530828616288,0.209933333333333
2014,"Warren","cocaine",0.206685162664716,0.722866666666667
2014,"Washington","cocaine",-0.93242832723537,0.0244
2014,"Wayne","cocaine",-0.0460800582031232,0.455266666666667
2014,"Williams","cocaine",-0.231755069692691,0.332466666666667
2014,"Wood","cocaine",0.109673802626904,0.625666666666667
2014,"Wyandot","cocaine",-0.253612342929501,0.279133333333333
2015,"Adams","cocaine",-0.547355116250867,0.1396
2015,"Allen","cocaine",0.176844023619584,0.681733333333333
2015,"Ashland","cocaine",-0.0674478389555056,0.4292
2015,"Ashtabula","cocaine",-0.114662161933493,0.3972
2015,"Athens","cocaine",-1.0300037701859,0.00813333333333333
2015,"Auglaize","cocaine",-0.0307301915791247,0.470266666666667
2015,"Belmont","cocaine",-0.301761602964736,0.239933333333333
