DeathRaceRaceDesc,DeathCountyCountyName,DeathYearYear,Deaths,Population,SORT
Black,Champaign,2010,0,1221,1682
American Indian or Alaskan Native,Champaign,2010,0,168,1684
Asian or Pacific Islander,Champaign,2010,0,204,1686
Other,Champaign,2010,0,0,1688
Unknown,Champaign,2010,0,0,1690
White,Champaign,2011,1,38251,1694
Black,Champaign,2011,0,1205,1696
American Indian or Alaskan Native,Champaign,2011,0,179,1698
Asian or Pacific Islander,Champaign,2011,0,193,1700
Other,Champaign,2011,0,0,1702
Unknown,Champaign,2011,0,0,1704
White,Champaign,2012,0,37976,1708
Black,Champaign,2012,1,1212,1710
American Indian or Alaskan Native,Champaign,2012,0,181,1712
Asian or Pacific Islander,Champaign,2012,0,210,1714
Other,Champaign,2012,0,0,1716
Unknown,Champaign,2012,0,0,1718
White,Champaign,2013,1,37887,1722
Black,Champaign,2013,0,1187,1724
American Indian or Alaskan Native,Champaign,2013,0,194,1726
Asian or Pacific Islander,Champaign,2013,0,200,1728
Other,Champaign,2013,0,0,1730
Unknown,Champaign,2013,0,0,1732
White,Champaign,2014,1,37467,1736
Black,Champaign,2014,0,1208,1738
American Indian or Alaskan Native,Champaign,2014,0,194,1740
Asian or Pacific Islander,Champaign,2014,0,220,1742
Other,Champaign,2014,0,0,1744
Unknown,Champaign,2014,0,0,1746
White,Champaign,2015,3,37316,1750
Black,Champaign,2015,0,1231,1752
American Indian or Alaskan Native,Champaign,2015,0,196,1754
Asian or Pacific Islander,Champaign,2015,0,233,1756
Other,Champaign,2015,0,0,1758
Unknown,Champaign,2015,0,0,1760
White,Champaign,2016,1,37105,1764
Black,Champaign,2016,2,1228,1766
American Indian or Alaskan Native,Champaign,2016,0,206,1768
Asian or Pacific Islander,Champaign,2016,0,221,1770
Other,Champaign,2016,0,0,1772
Unknown,Champaign,2016,0,0,1774
White,Champaign,2017,9,37224,1778
Black,Champaign,2017,0,1200,1780
American Indian or Alaskan Native,Champaign,2017,0,210,1782
Asian or Pacific Islander,Champaign,2017,0,223,1784
Other,Champaign,2017,0,0,1786
Unknown,Champaign,2017,0,0,1788
White,Champaign,2018,1,37164,1792
Black,Champaign,2018,0,1199,1794
American Indian or Alaskan Native,Champaign,2018,0,204,1796
Asian or Pacific Islander,Champaign,2018,0,232,1798
Other,Champaign,2018,0,0,1800
Unknown,Champaign,2018,0,0,1802
White,Champaign,2019,3,37268,1806
Black,Champaign,2019,1,1217,1808
American Indian or Alaskan Native,Champaign,2019,0,190,1810
Asian or Pacific Islander,Champaign,2019,0,255,1812
Other,Champaign,2019,0,0,1814
Unknown,Champaign,2019,0,0,1816
White,Champaign,2020,1,37248,1820
Black,Champaign,2020,1,1264,1822
American Indian or Alaskan Native,Champaign,2020,0,205,1824
Asian or Pacific Islander,Champaign,2020,0,243,1826
Other,Champaign,2020,0,0,1828
Unknown,Champaign,2020,0,0,1830
White,Clark,2010,1,122883,1848
Black,Clark,2010,1,13739,1850
American Indian or Alaskan Native,Clark,2010,0,516,1852
Asian or Pacific Islander,Clark,2010,0,1134,1854
Other,Clark,2010,0,0,1856
Unknown,Clark,2010,0,0,1858
White,Clark,2011,5,122271,1862
Black,Clark,2011,2,13876,1864
American Indian or Alaskan Native,Clark,2011,0,535,1866
Asian or Pacific Islander,Clark,2011,0,1141,1868
Other,Clark,2011,0,0,1870
Unknown,Clark,2011,1,0,1872
White,Clark,2012,5,121609,1876
Black,Clark,2012,2,13905,1878
American Indian or Alaskan Native,Clark,2012,0,526,1880
Asian or Pacific Islander,Clark,2012,0,1158,1882
Other,Clark,2012,0,0,1884
Unknown,Clark,2012,0,0,1886
White,Clark,2013,4,120982,1890
Black,Clark,2013,0,13967,1892
American Indian or Alaskan Native,Clark,2013,0,531,1894
Asian or Pacific Islander,Clark,2013,0,1202,1896
Other,Clark,2013,0,0,1898
Unknown,Clark,2013,0,0,1900
White,Clark,2014,7,120463,1904
Black,Clark,2014,2,14072,1906
American Indian or Alaskan Native,Clark,2014,0,553,1908
Asian or Pacific Islander,Clark,2014,0,1276,1910
Other,Clark,2014,0,0,1912
Unknown,Clark,2014,0,0,1914
White,Clark,2015,19,119822,1918
Black,Clark,2015,1,14126,1920
American Indian or Alaskan Native,Clark,2015,0,574,1922
Asian or Pacific Islander,Clark,2015,0,1288,1924
Other,Clark,2015,0,0,1926
Unknown,Clark,2015,0,0,1928
White,Clark,2016,23,118914,1932
Black,Clark,2016,4,14009,1934
American Indian or Alaskan Native,Clark,2016,0,591,1936
Asian or Pacific Islander,Clark,2016,0,1291,1938
Other,Clark,2016,0,0,1940
Unknown,Clark,2016,0,0,1942
White,Clark,2017,36,118675,1946
Black,Clark,2017,7,14063,1948
American Indian or Alaskan Native,Clark,2017,1,589,1950
Asian or Pacific Islander,Clark,2017,0,1309,1952
Other,Clark,2017,0,0,1954
Unknown,Clark,2017,0,0,1956
White,Clark,2018,17,118682,1960
Black,Clark,2018,6,14102,1962
American Indian or Alaskan Native,Clark,2018,0,608,1964
Asian or Pacific Islander,Clark,2018,0,1305,1966
Other,Clark,2018,0,0,1968
Unknown,Clark,2018,0,0,1970
White,Clark,2019,16,118310,1974
Black,Clark,2019,2,14066,1976
American Indian or Alaskan Native,Clark,2019,0,619,1978
Asian or Pacific Islander,Clark,2019,0,1320,1980
Other,Clark,2019,0,0,1982
Unknown,Clark,2019,1,0,1984
White,Clark,2020,10,117556,1988
Black,Clark,2020,7,14105,1990
American Indian or Alaskan Native,Clark,2020,0,623,1992
Asian or Pacific Islander,Clark,2020,0,1309,1994
Other,Clark,2020,0,0,1996
Unknown,Clark,2020,0,0,1998
White,Clermont,2010,2,191850,2016
Black,Clermont,2010,0,2919,2018
American Indian or Alaskan Native,Clermont,2010,0,542,2020
Asian or Pacific Islander,Clermont,2010,0,2302,2022
Other,Clermont,2010,0,0,2024
Unknown,Clermont,2010,0,0,2026
White,Clermont,2011,4,192856,2030
Black,Clermont,2011,1,3090,2032
American Indian or Alaskan Native,Clermont,2011,0,570,2034
Asian or Pacific Islander,Clermont,2011,0,2370,2036
Other,Clermont,2011,0,0,2038
Unknown,Clermont,2011,0,0,2040
White,Clermont,2012,6,193221,2044
Black,Clermont,2012,0,3210,2046
American Indian or Alaskan Native,Clermont,2012,0,560,2048
Asian or Pacific Islander,Clermont,2012,0,2535,2050
Other,Clermont,2012,0,0,2052
Unknown,Clermont,2012,0,0,2054
White,Clermont,2013,6,194025,2058
Black,Clermont,2013,0,3244,2060
American Indian or Alaskan Native,Clermont,2013,0,573,2062
Asian or Pacific Islander,Clermont,2013,0,2662,2064
Other,Clermont,2013,0,0,2066
Unknown,Clermont,2013,0,0,2068
White,Clermont,2014,15,194735,2072
Black,Clermont,2014,0,3457,2074
American Indian or Alaskan Native,Clermont,2014,0,591,2076
Asian or Pacific Islander,Clermont,2014,0,2733,2078
Other,Clermont,2014,0,0,2080
Unknown,Clermont,2014,0,0,2082
White,Clermont,2015,15,195007,2086
Black,Clermont,2015,0,3583,2088
American Indian or Alaskan Native,Clermont,2015,0,592,2090
Asian or Pacific Islander,Clermont,2015,0,2895,2092
Other,Clermont,2015,0,0,2094
Unknown,Clermont,2015,0,0,2096
White,Clermont,2016,15,195769,2100
Black,Clermont,2016,0,3915,2102
American Indian or Alaskan Native,Clermont,2016,0,581,2104
Asian or Pacific Islander,Clermont,2016,0,3067,2106
Other,Clermont,2016,0,0,2108
Unknown,Clermont,2016,0,0,2110
White,Clermont,2017,18,196562,2114
Black,Clermont,2017,0,4077,2116
American Indian or Alaskan Native,Clermont,2017,0,589,2118
Asian or Pacific Islander,Clermont,2017,0,3228,2120
Other,Clermont,2017,0,0,2122
Unknown,Clermont,2017,1,0,2124
White,Clermont,2018,13,197550,2128
Black,Clermont,2018,0,4257,2130
American Indian or Alaskan Native,Clermont,2018,0,597,2132
Asian or Pacific Islander,Clermont,2018,0,3399,2134
Other,Clermont,2018,0,0,2136
Unknown,Clermont,2018,0,0,2138
White,Clermont,2019,11,198283,2142
Black,Clermont,2019,0,4468,2144
American Indian or Alaskan Native,Clermont,2019,0,603,2146
Asian or Pacific Islander,Clermont,2019,0,3497,2148
Other,Clermont,2019,0,0,2150
Unknown,Clermont,2019,0,0,2152
White,Clermont,2020,11,198623,2156
Black,Clermont,2020,1,4725,2158
American Indian or Alaskan Native,Clermont,2020,0,617,2160
Asian or Pacific Islander,Clermont,2020,0,3484,2162
Other,Clermont,2020,0,0,2164
Unknown,Clermont,2020,0,0,2166
White,Clinton,2010,1,40284,2184
Black,Clinton,2010,0,1261,2186
American Indian or Alaskan Native,Clinton,2010,0,125,2188
Asian or Pacific Islander,Clinton,2010,0,252,2190
Other,Clinton,2010,0,0,2192
Unknown,Clinton,2010,0,0,2194
White,Clinton,2011,1,40252,2198
Black,Clinton,2011,0,1302,2200
American Indian or Alaskan Native,Clinton,2011,0,130,2202
Asian or Pacific Islander,Clinton,2011,0,235,2204
Other,Clinton,2011,0,0,2206
Unknown,Clinton,2011,0,0,2208
White,Clinton,2012,0,40151,2212
Black,Clinton,2012,0,1295,2214
American Indian or Alaskan Native,Clinton,2012,0,130,2216
Asian or Pacific Islander,Clinton,2012,0,253,2218
Other,Clinton,2012,0,0,2220
Unknown,Clinton,2012,0,0,2222
White,Clinton,2013,1,40211,2226
Black,Clinton,2013,1,1278,2228
American Indian or Alaskan Native,Clinton,2013,0,133,2230
Asian or Pacific Islander,Clinton,2013,0,257,2232
Other,Clinton,2013,0,0,2234
Unknown,Clinton,2013,0,0,2236
White,Clinton,2014,1,40144,2240
Black,Clinton,2014,0,1289,2242
American Indian or Alaskan Native,Clinton,2014,0,136,2244
Asian or Pacific Islander,Clinton,2014,0,255,2246
Other,Clinton,2014,0,0,2248
Unknown,Clinton,2014,0,0,2250
White,Clinton,2015,0,40121,2254
Black,Clinton,2015,0,1327,2256
American Indian or Alaskan Native,Clinton,2015,0,151,2258
Asian or Pacific Islander,Clinton,2015,0,265,2260
Other,Clinton,2015,0,0,2262
Unknown,Clinton,2015,0,0,2264
White,Clinton,2016,0,40151,2268
Black,Clinton,2016,0,1353,2270
American Indian or Alaskan Native,Clinton,2016,0,162,2272
Asian or Pacific Islander,Clinton,2016,0,257,2274
Other,Clinton,2016,0,0,2276
Unknown,Clinton,2016,0,0,2278
White,Clinton,2017,2,40254,2282
Black,Clinton,2017,0,1348,2284
American Indian or Alaskan Native,Clinton,2017,0,170,2286
Asian or Pacific Islander,Clinton,2017,0,263,2288
Other,Clinton,2017,0,0,2290
Unknown,Clinton,2017,0,0,2292
White,Clinton,2018,0,40297,2296
Black,Clinton,2018,0,1375,2298
American Indian or Alaskan Native,Clinton,2018,0,166,2300
Asian or Pacific Islander,Clinton,2018,0,281,2302
Other,Clinton,2018,0,0,2304
Unknown,Clinton,2018,0,0,2306
White,Clinton,2019,4,40157,2310
Black,Clinton,2019,0,1367,2312
American Indian or Alaskan Native,Clinton,2019,0,178,2314
Asian or Pacific Islander,Clinton,2019,0,300,2316
Other,Clinton,2019,0,0,2318
Unknown,Clinton,2019,0,0,2320
White,Clinton,2020,0,40061,2324
Black,Clinton,2020,0,1379,2326
American Indian or Alaskan Native,Clinton,2020,0,188,2328
Asian or Pacific Islander,Clinton,2020,0,293,2330
Other,Clinton,2020,0,0,2332
Unknown,Clinton,2020,0,0,2334
White,Columbiana,2010,1,104225,2352
Black,Columbiana,2010,0,2966,2354
American Indian or Alaskan Native,Columbiana,2010,0,266,2356
Asian or Pacific Islander,Columbiana,2010,0,432,2358
Other,Columbiana,2010,0,0,2360
Unknown,Columbiana,2010,0,0,2362
White,Columbiana,2011,2,103751,2366
Black,Columbiana,2011,0,3001,2368
American Indian or Alaskan Native,Columbiana,2011,0,257,2370
Asian or Pacific Islander,Columbiana,2011,0,428,2372
Other,Columbiana,2011,0,0,2374
Unknown,Columbiana,2011,0,0,2376
White,Columbiana,2012,2,102926,2380
Black,Columbiana,2012,0,3033,2382
American Indian or Alaskan Native,Columbiana,2012,0,264,2384
Asian or Pacific Islander,Columbiana,2012,0,429,2386
Other,Columbiana,2012,0,0,2388
Unknown,Columbiana,2012,0,0,2390
White,Columbiana,2013,5,102223,2394
Black,Columbiana,2013,0,3065,2396
American Indian or Alaskan Native,Columbiana,2013,0,264,2398
Asian or Pacific Islander,Columbiana,2013,0,455,2400
Other,Columbiana,2013,0,0,2402
Unknown,Columbiana,2013,0,0,2404
White,Columbiana,2014,3,101866,2408
Black,Columbiana,2014,0,3090,2410
American Indian or Alaskan Native,Columbiana,2014,0,263,2412
Asian or Pacific Islander,Columbiana,2014,0,462,2414
Other,Columbiana,2014,0,0,2416
Unknown,Columbiana,2014,0,0,2418
White,Columbiana,2015,7,100907,2422
Black,Columbiana,2015,1,3151,2424
American Indian or Alaskan Native,Columbiana,2015,0,253,2426
Asian or Pacific Islander,Columbiana,2015,0,477,2428
Other,Columbiana,2015,0,0,2430
Unknown,Columbiana,2015,0,0,2432
White,Columbiana,2016,2,100028,2436
Black,Columbiana,2016,0,3162,2438
American Indian or Alaskan Native,Columbiana,2016,0,257,2440
Asian or Pacific Islander,Columbiana,2016,0,479,2442
Other,Columbiana,2016,0,0,2444
Unknown,Columbiana,2016,0,0,2446
White,Columbiana,2017,12,99326,2450
Black,Columbiana,2017,1,3140,2452
American Indian or Alaskan Native,Columbiana,2017,0,258,2454
Asian or Pacific Islander,Columbiana,2017,1,474,2456
Other,Columbiana,2017,0,0,2458
Unknown,Columbiana,2017,0,0,2460
White,Columbiana,2018,2,98631,2464
Black,Columbiana,2018,1,3174,2466
American Indian or Alaskan Native,Columbiana,2018,0,269,2468
Asian or Pacific Islander,Columbiana,2018,0,460,2470
Other,Columbiana,2018,0,0,2472
Unknown,Columbiana,2018,0,0,2474
White,Columbiana,2019,7,97810,2478
Black,Columbiana,2019,0,3224,2480
American Indian or Alaskan Native,Columbiana,2019,0,279,2482
Asian or Pacific Islander,Columbiana,2019,0,481,2484
Other,Columbiana,2019,0,0,2486
Unknown,Columbiana,2019,0,0,2488
White,Columbiana,2020,7,97077,2492
Black,Columbiana,2020,0,3278,2494
American Indian or Alaskan Native,Columbiana,2020,0,291,2496
Asian or Pacific Islander,Columbiana,2020,0,472,2498
Other,Columbiana,2020,0,0,2500
Unknown,Columbiana,2020,0,0,2502
White,Coshocton,2010,0,36148,2520
Black,Coshocton,2010,0,586,2522
American Indian or Alaskan Native,Coshocton,2010,0,89,2524
Asian or Pacific Islander,Coshocton,2010,0,115,2526
Other,Coshocton,2010,0,0,2528
Unknown,Coshocton,2010,0,0,2530
White,Coshocton,2011,0,36135,2534
Black,Coshocton,2011,0,582,2536
American Indian or Alaskan Native,Coshocton,2011,0,92,2538
Asian or Pacific Islander,Coshocton,2011,0,121,2540
Other,Coshocton,2011,0,0,2542
Unknown,Coshocton,2011,0,0,2544
White,Coshocton,2012,0,36011,2548
Black,Coshocton,2012,0,589,2550
American Indian or Alaskan Native,Coshocton,2012,0,96,2552
Asian or Pacific Islander,Coshocton,2012,0,125,2554
Other,Coshocton,2012,0,0,2556
Unknown,Coshocton,2012,0,0,2558
White,Coshocton,2013,0,35887,2562
Black,Coshocton,2013,0,595,2564
American Indian or Alaskan Native,Coshocton,2013,0,99,2566
Asian or Pacific Islander,Coshocton,2013,0,140,2568
Other,Coshocton,2013,0,0,2570
Unknown,Coshocton,2013,0,0,2572
White,Coshocton,2014,1,35665,2576
Black,Coshocton,2014,0,625,2578
American Indian or Alaskan Native,Coshocton,2014,0,100,2580
Asian or Pacific Islander,Coshocton,2014,0,140,2582
Other,Coshocton,2014,0,0,2584
Unknown,Coshocton,2014,0,0,2586
White,Coshocton,2015,0,35690,2590
Black,Coshocton,2015,0,633,2592
American Indian or Alaskan Native,Coshocton,2015,0,109,2594
Asian or Pacific Islander,Coshocton,2015,0,147,2596
Other,Coshocton,2015,0,0,2598
Unknown,Coshocton,2015,0,0,2600
White,Coshocton,2016,2,35739,2604
Black,Coshocton,2016,0,653,2606
American Indian or Alaskan Native,Coshocton,2016,0,115,2608
Asian or Pacific Islander,Coshocton,2016,0,144,2610
Other,Coshocton,2016,0,0,2612
Unknown,Coshocton,2016,0,0,2614
White,Coshocton,2017,2,35634,2618
Black,Coshocton,2017,0,642,2620
American Indian or Alaskan Native,Coshocton,2017,0,116,2622
Asian or Pacific Islander,Coshocton,2017,0,143,2624
Other,Coshocton,2017,0,0,2626
Unknown,Coshocton,2017,0,0,2628
White,Coshocton,2018,2,35662,2632
Black,Coshocton,2018,0,684,2634
American Indian or Alaskan Native,Coshocton,2018,0,107,2636
Asian or Pacific Islander,Coshocton,2018,0,154,2638
Other,Coshocton,2018,0,0,2640
Unknown,Coshocton,2018,0,0,2642
White,Coshocton,2019,0,35560,2646
Black,Coshocton,2019,0,710,2648
American Indian or Alaskan Native,Coshocton,2019,0,117,2650
Asian or Pacific Islander,Coshocton,2019,0,162,2652
Other,Coshocton,2019,0,0,2654
Unknown,Coshocton,2019,0,0,2656
White,Coshocton,2020,1,35424,2660
Black,Coshocton,2020,1,729,2662
American Indian or Alaskan Native,Coshocton,2020,0,127,2664
Asian or Pacific Islander,Coshocton,2020,0,169,2666
Other,Coshocton,2020,0,0,2668
Unknown,Coshocton,2020,0,0,2670
White,Crawford,2010,0,42956,2688
Black,Crawford,2010,0,555,2690
American Indian or Alaskan Native,Crawford,2010,0,65,2692
Asian or Pacific Islander,Crawford,2010,0,178,2694
Other,Crawford,2010,0,0,2696
Unknown,Crawford,2010,0,0,2698
White,Crawford,2011,0,42483,2702
Black,Crawford,2011,0,570,2704
American Indian or Alaskan Native,Crawford,2011,0,79,2706
Asian or Pacific Islander,Crawford,2011,0,178,2708
Other,Crawford,2011,0,0,2710
Unknown,Crawford,2011,0,0,2712
White,Crawford,2012,0,41938,2716
Black,Crawford,2012,0,550,2718
American Indian or Alaskan Native,Crawford,2012,0,85,2720
Asian or Pacific Islander,Crawford,2012,0,201,2722
Other,Crawford,2012,0,0,2724
Unknown,Crawford,2012,0,0,2726
White,Crawford,2013,0,41843,2730
Black,Crawford,2013,0,570,2732
American Indian or Alaskan Native,Crawford,2013,0,88,2734
Asian or Pacific Islander,Crawford,2013,0,214,2736
Other,Crawford,2013,0,0,2738
Unknown,Crawford,2013,0,0,2740
White,Crawford,2014,2,41487,2744
Black,Crawford,2014,0,591,2746
American Indian or Alaskan Native,Crawford,2014,0,91,2748
Asian or Pacific Islander,Crawford,2014,0,237,2750
Other,Crawford,2014,0,0,2752
Unknown,Crawford,2014,0,0,2754
White,Crawford,2015,3,41342,2758
Black,Crawford,2015,0,627,2760
American Indian or Alaskan Native,Crawford,2015,0,95,2762
Asian or Pacific Islander,Crawford,2015,0,263,2764
Other,Crawford,2015,0,0,2766
Unknown,Crawford,2015,0,0,2768
White,Crawford,2016,2,41057,2772
Black,Crawford,2016,0,638,2774
American Indian or Alaskan Native,Crawford,2016,0,95,2776
Asian or Pacific Islander,Crawford,2016,0,306,2778
Other,Crawford,2016,0,0,2780
Unknown,Crawford,2016,0,0,2782
White,Crawford,2017,4,40635,2786
Black,Crawford,2017,0,659,2788
American Indian or Alaskan Native,Crawford,2017,0,102,2790
Asian or Pacific Islander,Crawford,2017,0,337,2792
Other,Crawford,2017,0,0,2794
Unknown,Crawford,2017,0,0,2796
White,Crawford,2018,1,40371,2800
Black,Crawford,2018,0,652,2802
American Indian or Alaskan Native,Crawford,2018,0,114,2804
Asian or Pacific Islander,Crawford,2018,0,317,2806
Other,Crawford,2018,0,0,2808
Unknown,Crawford,2018,0,0,2810
White,Crawford,2019,1,40265,2814
Black,Crawford,2019,0,693,2816
American Indian or Alaskan Native,Crawford,2019,0,113,2818
Asian or Pacific Islander,Crawford,2019,0,325,2820
Other,Crawford,2019,0,0,2822
Unknown,Crawford,2019,0,0,2824
White,Crawford,2020,2,40194,2828
Black,Crawford,2020,0,684,2830
American Indian or Alaskan Native,Crawford,2020,0,124,2832
Asian or Pacific Islander,Crawford,2020,0,336,2834
Other,Crawford,2020,0,0,2836
Unknown,Crawford,2020,0,0,2838
White,Cuyahoga,2010,23,842295,2856
Black,Cuyahoga,2010,22,394645,2858
American Indian or Alaskan Native,Cuyahoga,2010,0,4563,2860
Asian or Pacific Islander,Cuyahoga,2010,0,36600,2862
Other,Cuyahoga,2010,0,0,2864
Unknown,Cuyahoga,2010,0,0,2866
White,Cuyahoga,2011,29,834953,2870
Black,Cuyahoga,2011,25,393926,2872
American Indian or Alaskan Native,Cuyahoga,2011,0,4476,2874
Asian or Pacific Islander,Cuyahoga,2011,1,37069,2876
Other,Cuyahoga,2011,0,0,2878
Unknown,Cuyahoga,2011,0,0,2880
White,Cuyahoga,2012,40,830120,2884
Black,Cuyahoga,2012,37,393367,2886
American Indian or Alaskan Native,Cuyahoga,2012,1,4483,2888
Asian or Pacific Islander,Cuyahoga,2012,0,38301,2890
Other,Cuyahoga,2012,0,0,2892
Unknown,Cuyahoga,2012,0,0,2894
White,Cuyahoga,2013,39,826786,2898
Black,Cuyahoga,2013,38,394373,2900
American Indian or Alaskan Native,Cuyahoga,2013,0,4505,2902
Asian or Pacific Islander,Cuyahoga,2013,0,40034,2904
Other,Cuyahoga,2013,0,0,2906
Unknown,Cuyahoga,2013,0,0,2908
White,Cuyahoga,2014,48,822736,2912
Black,Cuyahoga,2014,30,394628,2914
American Indian or Alaskan Native,Cuyahoga,2014,0,4560,2916
Asian or Pacific Islander,Cuyahoga,2014,1,41574,2918
Other,Cuyahoga,2014,0,0,2920
Unknown,Cuyahoga,2014,1,0,2922
