DeathRaceRaceDesc,DeathCountyCountyName,DeathYearYear,Deaths,Population,SORT
Asian or Pacific Islander,Knox,2016,0,442,8168
Other,Knox,2016,0,0,8170
Unknown,Knox,2016,0,0,8172
White,Knox,2017,2,59826,8176
Black,Knox,2017,0,872,8178
American Indian or Alaskan Native,Knox,2017,0,169,8180
Asian or Pacific Islander,Knox,2017,0,478,8182
Other,Knox,2017,0,0,8184
Unknown,Knox,2017,0,0,8186
White,Knox,2018,1,60345,8190
Black,Knox,2018,0,922,8192
American Indian or Alaskan Native,Knox,2018,0,173,8194
Asian or Pacific Islander,Knox,2018,0,481,8196
Other,Knox,2018,0,0,8198
Unknown,Knox,2018,0,0,8200
White,Knox,2019,1,60603,8204
Black,Knox,2019,0,965,8206
American Indian or Alaskan Native,Knox,2019,0,196,8208
Asian or Pacific Islander,Knox,2019,0,475,8210
Other,Knox,2019,0,0,8212
Unknown,Knox,2019,0,0,8214
White,Lake,2007,0,218130,8232
Black,Lake,2007,0,7449,8234
American Indian or Alaskan Native,Lake,2007,0,409,8236
Asian or Pacific Islander,Lake,2007,0,2942,8238
Other,Lake,2007,0,0,8240
Unknown,Lake,2007,0,0,8242
White,Lake,2008,0,218491,8246
Black,Lake,2008,0,7915,8248
American Indian or Alaskan Native,Lake,2008,0,422,8250
Asian or Pacific Islander,Lake,2008,0,3076,8252
Other,Lake,2008,0,0,8254
Unknown,Lake,2008,0,0,8256
White,Lake,2009,0,218199,8260
Black,Lake,2009,0,8234,8262
American Indian or Alaskan Native,Lake,2009,0,433,8264
Asian or Pacific Islander,Lake,2009,0,3088,8266
Other,Lake,2009,0,0,8268
Unknown,Lake,2009,0,0,8270
White,Lake,2010,0,217880,8274
Black,Lake,2010,0,8591,8276
American Indian or Alaskan Native,Lake,2010,0,462,8278
Asian or Pacific Islander,Lake,2010,0,3077,8280
Other,Lake,2010,0,0,8282
Unknown,Lake,2010,0,0,8284
White,Lake,2011,0,217380,8288
Black,Lake,2011,0,8957,8290
American Indian or Alaskan Native,Lake,2011,0,478,8292
Asian or Pacific Islander,Lake,2011,0,3176,8294
Other,Lake,2011,0,0,8296
Unknown,Lake,2011,0,0,8298
White,Lake,2012,0,216542,8302
Black,Lake,2012,0,9237,8304
American Indian or Alaskan Native,Lake,2012,0,467,8306
Asian or Pacific Islander,Lake,2012,0,3326,8308
Other,Lake,2012,0,0,8310
Unknown,Lake,2012,0,0,8312
White,Lake,2013,0,216389,8316
Black,Lake,2013,0,9722,8318
American Indian or Alaskan Native,Lake,2013,0,491,8320
Asian or Pacific Islander,Lake,2013,0,3483,8322
Other,Lake,2013,0,0,8324
Unknown,Lake,2013,0,0,8326
White,Lake,2014,0,215741,8330
Black,Lake,2014,0,9966,8332
American Indian or Alaskan Native,Lake,2014,0,517,8334
Asian or Pacific Islander,Lake,2014,0,3641,8336
Other,Lake,2014,0,0,8338
Unknown,Lake,2014,0,0,8340
White,Lake,2015,0,215289,8344
Black,Lake,2015,0,10273,8346
American Indian or Alaskan Native,Lake,2015,0,507,8348
Asian or Pacific Islander,Lake,2015,0,3774,8350
Other,Lake,2015,0,0,8352
Unknown,Lake,2015,0,0,8354
White,Lake,2016,3,214411,8358
Black,Lake,2016,0,10594,8360
American Indian or Alaskan Native,Lake,2016,0,525,8362
Asian or Pacific Islander,Lake,2016,0,3969,8364
Other,Lake,2016,0,0,8366
Unknown,Lake,2016,0,0,8368
White,Lake,2017,6,214074,8372
Black,Lake,2017,0,11430,8374
American Indian or Alaskan Native,Lake,2017,0,573,8376
Asian or Pacific Islander,Lake,2017,0,4037,8378
Other,Lake,2017,0,0,8380
Unknown,Lake,2017,0,0,8382
White,Lake,2018,5,213246,8386
Black,Lake,2018,0,12009,8388
American Indian or Alaskan Native,Lake,2018,0,580,8390
Asian or Pacific Islander,Lake,2018,0,4021,8392
Other,Lake,2018,0,0,8394
Unknown,Lake,2018,0,0,8396
White,Lake,2019,13,212674,8400
Black,Lake,2019,0,12444,8402
American Indian or Alaskan Native,Lake,2019,0,592,8404
Asian or Pacific Islander,Lake,2019,0,4029,8406
Other,Lake,2019,0,0,8408
Unknown,Lake,2019,0,0,8410
White,Lawrence,2007,0,60765,8428
Black,Lawrence,2007,0,1624,8430
American Indian or Alaskan Native,Lawrence,2007,0,126,8432
Asian or Pacific Islander,Lawrence,2007,0,233,8434
Other,Lawrence,2007,0,0,8436
Unknown,Lawrence,2007,0,0,8438
White,Lawrence,2008,0,60631,8442
Black,Lawrence,2008,0,1627,8444
American Indian or Alaskan Native,Lawrence,2008,0,126,8446
Asian or Pacific Islander,Lawrence,2008,0,256,8448
Other,Lawrence,2008,0,0,8450
Unknown,Lawrence,2008,0,0,8452
White,Lawrence,2009,0,60660,8456
Black,Lawrence,2009,0,1614,8458
American Indian or Alaskan Native,Lawrence,2009,0,129,8460
Asian or Pacific Islander,Lawrence,2009,0,264,8462
Other,Lawrence,2009,0,0,8464
Unknown,Lawrence,2009,0,0,8466
White,Lawrence,2010,0,60380,8470
Black,Lawrence,2010,0,1622,8472
American Indian or Alaskan Native,Lawrence,2010,0,134,8474
Asian or Pacific Islander,Lawrence,2010,0,292,8476
Other,Lawrence,2010,0,0,8478
Unknown,Lawrence,2010,0,0,8480
White,Lawrence,2011,0,60313,8484
Black,Lawrence,2011,0,1655,8486
American Indian or Alaskan Native,Lawrence,2011,0,153,8488
Asian or Pacific Islander,Lawrence,2011,0,311,8490
Other,Lawrence,2011,0,0,8492
Unknown,Lawrence,2011,0,0,8494
White,Lawrence,2012,0,60073,8498
Black,Lawrence,2012,0,1648,8500
American Indian or Alaskan Native,Lawrence,2012,0,150,8502
Asian or Pacific Islander,Lawrence,2012,0,306,8504
Other,Lawrence,2012,0,0,8506
Unknown,Lawrence,2012,0,0,8508
White,Lawrence,2013,0,59800,8512
Black,Lawrence,2013,0,1660,8514
American Indian or Alaskan Native,Lawrence,2013,0,148,8516
Asian or Pacific Islander,Lawrence,2013,0,300,8518
Other,Lawrence,2013,0,0,8520
Unknown,Lawrence,2013,0,0,8522
White,Lawrence,2014,0,59503,8526
Black,Lawrence,2014,0,1659,8528
American Indian or Alaskan Native,Lawrence,2014,0,144,8530
Asian or Pacific Islander,Lawrence,2014,0,293,8532
Other,Lawrence,2014,0,0,8534
Unknown,Lawrence,2014,0,0,8536
White,Lawrence,2015,0,58879,8540
Black,Lawrence,2015,0,1652,8542
American Indian or Alaskan Native,Lawrence,2015,0,146,8544
Asian or Pacific Islander,Lawrence,2015,0,313,8546
Other,Lawrence,2015,0,0,8548
Unknown,Lawrence,2015,0,0,8550
White,Lawrence,2016,0,58670,8554
Black,Lawrence,2016,0,1675,8556
American Indian or Alaskan Native,Lawrence,2016,0,145,8558
Asian or Pacific Islander,Lawrence,2016,0,327,8560
Other,Lawrence,2016,0,0,8562
Unknown,Lawrence,2016,0,0,8564
White,Lawrence,2017,2,58052,8568
Black,Lawrence,2017,0,1663,8570
American Indian or Alaskan Native,Lawrence,2017,0,145,8572
Asian or Pacific Islander,Lawrence,2017,0,316,8574
Other,Lawrence,2017,0,0,8576
Unknown,Lawrence,2017,0,0,8578
White,Lawrence,2018,6,57714,8582
Black,Lawrence,2018,0,1681,8584
American Indian or Alaskan Native,Lawrence,2018,0,142,8586
Asian or Pacific Islander,Lawrence,2018,0,327,8588
Other,Lawrence,2018,0,0,8590
Unknown,Lawrence,2018,1,0,8592
White,Lawrence,2019,7,57396,8596
Black,Lawrence,2019,0,1684,8598
American Indian or Alaskan Native,Lawrence,2019,0,145,8600
Asian or Pacific Islander,Lawrence,2019,0,331,8602
Other,Lawrence,2019,0,0,8604
Unknown,Lawrence,2019,0,0,8606
White,Licking,2007,0,154530,8624
Black,Licking,2007,0,5772,8626
American Indian or Alaskan Native,Licking,2007,0,608,8628
Asian or Pacific Islander,Licking,2007,0,1465,8630
Other,Licking,2007,0,0,8632
Unknown,Licking,2007,0,0,8634
White,Licking,2008,0,155682,8638
Black,Licking,2008,0,6082,8640
American Indian or Alaskan Native,Licking,2008,0,614,8642
Asian or Pacific Islander,Licking,2008,0,1538,8644
Other,Licking,2008,0,0,8646
Unknown,Licking,2008,0,0,8648
White,Licking,2009,0,156681,8652
Black,Licking,2009,0,6406,8654
American Indian or Alaskan Native,Licking,2009,0,635,8656
Asian or Pacific Islander,Licking,2009,0,1561,8658
Other,Licking,2009,0,0,8660
Unknown,Licking,2009,0,0,8662
White,Licking,2010,0,157763,8666
Black,Licking,2010,0,6748,8668
American Indian or Alaskan Native,Licking,2010,0,614,8670
Asian or Pacific Islander,Licking,2010,0,1600,8672
Other,Licking,2010,0,0,8674
Unknown,Licking,2010,0,0,8676
White,Licking,2011,0,158020,8680
Black,Licking,2011,0,6942,8682
American Indian or Alaskan Native,Licking,2011,0,645,8684
Asian or Pacific Islander,Licking,2011,0,1588,8686
Other,Licking,2011,0,0,8688
Unknown,Licking,2011,0,0,8690
White,Licking,2012,0,158147,8694
Black,Licking,2012,0,7105,8696
American Indian or Alaskan Native,Licking,2012,0,671,8698
Asian or Pacific Islander,Licking,2012,0,1713,8700
Other,Licking,2012,0,0,8702
Unknown,Licking,2012,0,0,8704
White,Licking,2013,0,158777,8708
Black,Licking,2013,0,7279,8710
American Indian or Alaskan Native,Licking,2013,0,665,8712
Asian or Pacific Islander,Licking,2013,0,1811,8714
Other,Licking,2013,0,0,8716
Unknown,Licking,2013,0,0,8718
White,Licking,2014,0,159487,8722
Black,Licking,2014,0,7437,8724
American Indian or Alaskan Native,Licking,2014,0,681,8726
Asian or Pacific Islander,Licking,2014,0,1901,8728
Other,Licking,2014,0,0,8730
Unknown,Licking,2014,0,0,8732
White,Licking,2015,0,160312,8736
Black,Licking,2015,0,7641,8738
American Indian or Alaskan Native,Licking,2015,0,685,8740
Asian or Pacific Islander,Licking,2015,0,2083,8742
Other,Licking,2015,0,0,8744
Unknown,Licking,2015,0,0,8746
White,Licking,2016,0,161115,8750
Black,Licking,2016,0,7946,8752
American Indian or Alaskan Native,Licking,2016,0,676,8754
Asian or Pacific Islander,Licking,2016,0,2429,8756
Other,Licking,2016,0,0,8758
Unknown,Licking,2016,0,0,8760
White,Licking,2017,2,161868,8764
Black,Licking,2017,0,8296,8766
American Indian or Alaskan Native,Licking,2017,0,720,8768
Asian or Pacific Islander,Licking,2017,0,2906,8770
Other,Licking,2017,0,0,8772
Unknown,Licking,2017,0,0,8774
White,Licking,2018,3,162775,8778
Black,Licking,2018,0,8549,8780
American Indian or Alaskan Native,Licking,2018,0,739,8782
Asian or Pacific Islander,Licking,2018,0,3753,8784
Other,Licking,2018,0,0,8786
Unknown,Licking,2018,0,0,8788
White,Licking,2019,2,162814,8792
Black,Licking,2019,0,8978,8794
American Indian or Alaskan Native,Licking,2019,0,771,8796
Asian or Pacific Islander,Licking,2019,0,4611,8798
Other,Licking,2019,0,0,8800
Unknown,Licking,2019,0,0,8802
White,Logan,2007,0,44653,8820
Black,Logan,2007,0,1128,8822
American Indian or Alaskan Native,Logan,2007,0,132,8824
Asian or Pacific Islander,Logan,2007,0,241,8826
Other,Logan,2007,0,0,8828
Unknown,Logan,2007,0,0,8830
White,Logan,2008,0,44620,8834
Black,Logan,2008,0,1100,8836
American Indian or Alaskan Native,Logan,2008,0,131,8838
Asian or Pacific Islander,Logan,2008,0,264,8840
Other,Logan,2008,0,0,8842
Unknown,Logan,2008,0,0,8844
White,Logan,2009,0,44476,8848
Black,Logan,2009,0,1163,8850
American Indian or Alaskan Native,Logan,2009,0,142,8852
Asian or Pacific Islander,Logan,2009,0,274,8854
Other,Logan,2009,0,0,8856
Unknown,Logan,2009,0,0,8858
White,Logan,2010,0,44131,8862
Black,Logan,2010,0,1168,8864
American Indian or Alaskan Native,Logan,2010,0,149,8866
Asian or Pacific Islander,Logan,2010,0,295,8868
Other,Logan,2010,0,0,8870
Unknown,Logan,2010,0,0,8872
White,Logan,2011,0,44035,8876
Black,Logan,2011,0,1144,8878
American Indian or Alaskan Native,Logan,2011,0,134,8880
Asian or Pacific Islander,Logan,2011,0,312,8882
Other,Logan,2011,0,0,8884
Unknown,Logan,2011,0,0,8886
White,Logan,2012,0,43791,8890
Black,Logan,2012,0,1164,8892
American Indian or Alaskan Native,Logan,2012,0,136,8894
Asian or Pacific Islander,Logan,2012,0,321,8896
Other,Logan,2012,0,0,8898
Unknown,Logan,2012,0,0,8900
White,Logan,2013,0,43647,8904
Black,Logan,2013,0,1242,8906
American Indian or Alaskan Native,Logan,2013,0,155,8908
Asian or Pacific Islander,Logan,2013,0,355,8910
Other,Logan,2013,0,0,8912
Unknown,Logan,2013,0,0,8914
White,Logan,2014,0,43666,8918
Black,Logan,2014,0,1271,8920
American Indian or Alaskan Native,Logan,2014,0,157,8922
Asian or Pacific Islander,Logan,2014,0,383,8924
Other,Logan,2014,0,0,8926
Unknown,Logan,2014,0,0,8928
White,Logan,2015,0,43454,8932
Black,Logan,2015,0,1256,8934
American Indian or Alaskan Native,Logan,2015,0,173,8936
Asian or Pacific Islander,Logan,2015,0,372,8938
Other,Logan,2015,0,0,8940
Unknown,Logan,2015,0,0,8942
White,Logan,2016,0,43311,8946
Black,Logan,2016,1,1279,8948
American Indian or Alaskan Native,Logan,2016,0,181,8950
Asian or Pacific Islander,Logan,2016,0,374,8952
Other,Logan,2016,0,0,8954
Unknown,Logan,2016,0,0,8956
White,Logan,2017,4,43334,8960
Black,Logan,2017,0,1321,8962
American Indian or Alaskan Native,Logan,2017,0,174,8964
Asian or Pacific Islander,Logan,2017,0,388,8966
Other,Logan,2017,0,0,8968
Unknown,Logan,2017,0,0,8970
White,Logan,2018,0,43382,8974
Black,Logan,2018,0,1326,8976
American Indian or Alaskan Native,Logan,2018,0,175,8978
Asian or Pacific Islander,Logan,2018,0,408,8980
Other,Logan,2018,0,0,8982
Unknown,Logan,2018,0,0,8984
White,Logan,2019,2,43651,8988
Black,Logan,2019,0,1358,8990
American Indian or Alaskan Native,Logan,2019,0,168,8992
Asian or Pacific Islander,Logan,2019,0,417,8994
Other,Logan,2019,0,0,8996
Unknown,Logan,2019,0,0,8998
White,Lorain,2007,0,265197,9016
Black,Lorain,2007,0,28741,9018
American Indian or Alaskan Native,Lorain,2007,0,1378,9020
Asian or Pacific Islander,Lorain,2007,0,3293,9022
Other,Lorain,2007,0,0,9024
Unknown,Lorain,2007,0,0,9026
White,Lorain,2008,0,265878,9030
Black,Lorain,2008,0,29084,9032
American Indian or Alaskan Native,Lorain,2008,0,1433,9034
Asian or Pacific Islander,Lorain,2008,0,3419,9036
Other,Lorain,2008,0,0,9038
Unknown,Lorain,2008,0,0,9040
White,Lorain,2009,0,266321,9044
Black,Lorain,2009,0,29559,9046
American Indian or Alaskan Native,Lorain,2009,0,1460,9048
Asian or Pacific Islander,Lorain,2009,0,3553,9050
Other,Lorain,2009,0,0,9052
Unknown,Lorain,2009,0,0,9054
White,Lorain,2010,0,266525,9058
Black,Lorain,2010,0,29815,9060
American Indian or Alaskan Native,Lorain,2010,0,1480,9062
Asian or Pacific Islander,Lorain,2010,0,3659,9064
Other,Lorain,2010,0,0,9066
Unknown,Lorain,2010,0,0,9068
White,Lorain,2011,0,266755,9072
Black,Lorain,2011,0,29806,9074
American Indian or Alaskan Native,Lorain,2011,0,1476,9076
Asian or Pacific Islander,Lorain,2011,0,3862,9078
Other,Lorain,2011,0,0,9080
Unknown,Lorain,2011,0,0,9082
White,Lorain,2012,0,266482,9086
Black,Lorain,2012,0,29789,9088
American Indian or Alaskan Native,Lorain,2012,0,1470,9090
Asian or Pacific Islander,Lorain,2012,0,4016,9092
Other,Lorain,2012,0,0,9094
Unknown,Lorain,2012,0,0,9096
White,Lorain,2013,0,267358,9100
Black,Lorain,2013,0,30085,9102
American Indian or Alaskan Native,Lorain,2013,0,1488,9104
Asian or Pacific Islander,Lorain,2013,0,4228,9106
Other,Lorain,2013,0,0,9108
Unknown,Lorain,2013,0,0,9110
White,Lorain,2014,0,268246,9114
Black,Lorain,2014,0,30315,9116
American Indian or Alaskan Native,Lorain,2014,0,1547,9118
Asian or Pacific Islander,Lorain,2014,0,4443,9120
Other,Lorain,2014,0,0,9122
Unknown,Lorain,2014,0,0,9124
White,Lorain,2015,0,268612,9128
Black,Lorain,2015,0,30759,9130
American Indian or Alaskan Native,Lorain,2015,0,1569,9132
Asian or Pacific Islander,Lorain,2015,0,4593,9134
Other,Lorain,2015,0,0,9136
Unknown,Lorain,2015,0,0,9138
White,Lorain,2016,3,269145,9142
Black,Lorain,2016,0,31168,9144
American Indian or Alaskan Native,Lorain,2016,0,1586,9146
Asian or Pacific Islander,Lorain,2016,0,4777,9148
Other,Lorain,2016,0,0,9150
Unknown,Lorain,2016,0,0,9152
White,Lorain,2017,2,269600,9156
Black,Lorain,2017,0,31411,9158
American Indian or Alaskan Native,Lorain,2017,0,1575,9160
Asian or Pacific Islander,Lorain,2017,0,4912,9162
Other,Lorain,2017,0,0,9164
Unknown,Lorain,2017,0,0,9166
White,Lorain,2018,4,270831,9170
Black,Lorain,2018,0,31783,9172
American Indian or Alaskan Native,Lorain,2018,0,1570,9174
Asian or Pacific Islander,Lorain,2018,0,5038,9176
Other,Lorain,2018,0,0,9178
Unknown,Lorain,2018,0,0,9180
White,Lorain,2019,8,271348,9184
Black,Lorain,2019,0,31911,9186
American Indian or Alaskan Native,Lorain,2019,0,1636,9188
Asian or Pacific Islander,Lorain,2019,0,5205,9190
Other,Lorain,2019,0,0,9192
Unknown,Lorain,2019,0,0,9194
White,Lucas,2007,0,347724,9212
Black,Lucas,2007,0,88325,9214
American Indian or Alaskan Native,Lucas,2007,0,2026,9216
Asian or Pacific Islander,Lucas,2007,0,7407,9218
Other,Lucas,2007,0,0,9220
Unknown,Lucas,2007,0,0,9222
White,Lucas,2008,0,344690,9226
Black,Lucas,2008,0,89520,9228
American Indian or Alaskan Native,Lucas,2008,0,2130,9230
Asian or Pacific Islander,Lucas,2008,0,7569,9232
Other,Lucas,2008,0,0,9234
Unknown,Lucas,2008,0,0,9236
White,Lucas,2009,0,342533,9240
Black,Lucas,2009,0,90289,9242
American Indian or Alaskan Native,Lucas,2009,0,2085,9244
Asian or Pacific Islander,Lucas,2009,0,7696,9246
Other,Lucas,2009,0,0,9248
Unknown,Lucas,2009,0,0,9250
White,Lucas,2010,0,340456,9254
Black,Lucas,2010,0,90817,9256
American Indian or Alaskan Native,Lucas,2010,0,2298,9258
Asian or Pacific Islander,Lucas,2010,0,7876,9260
Other,Lucas,2010,0,0,9262
Unknown,Lucas,2010,0,0,9264
White,Lucas,2011,0,338086,9268
Black,Lucas,2011,0,91003,9270
American Indian or Alaskan Native,Lucas,2011,0,2313,9272
Asian or Pacific Islander,Lucas,2011,0,8007,9274
Other,Lucas,2011,0,0,9276
Unknown,Lucas,2011,0,0,9278
White,Lucas,2012,0,335499,9282
Black,Lucas,2012,0,90988,9284
American Indian or Alaskan Native,Lucas,2012,0,2269,9286
Asian or Pacific Islander,Lucas,2012,0,8090,9288
Other,Lucas,2012,0,0,9290
Unknown,Lucas,2012,0,0,9292
White,Lucas,2013,0,334132,9296
Black,Lucas,2013,0,91416,9298
American Indian or Alaskan Native,Lucas,2013,0,2309,9300
Asian or Pacific Islander,Lucas,2013,0,8412,9302
Other,Lucas,2013,0,0,9304
Unknown,Lucas,2013,0,0,9306
White,Lucas,2014,0,332104,9310
Black,Lucas,2014,0,91790,9312
American Indian or Alaskan Native,Lucas,2014,0,2302,9314
Asian or Pacific Islander,Lucas,2014,0,8540,9316
Other,Lucas,2014,0,0,9318
Unknown,Lucas,2014,0,0,9320
White,Lucas,2015,0,330384,9324
Black,Lucas,2015,0,92541,9326
American Indian or Alaskan Native,Lucas,2015,0,2309,9328
Asian or Pacific Islander,Lucas,2015,0,8592,9330
Other,Lucas,2015,0,0,9332
Unknown,Lucas,2015,0,0,9334
White,Lucas,2016,0,328859,9338
Black,Lucas,2016,0,93309,9340
American Indian or Alaskan Native,Lucas,2016,0,2348,9342
Asian or Pacific Islander,Lucas,2016,0,8597,9344
Other,Lucas,2016,0,0,9346
Unknown,Lucas,2016,0,0,9348
White,Lucas,2017,0,326760,9352
Black,Lucas,2017,0,93556,9354
American Indian or Alaskan Native,Lucas,2017,0,2354,9356
Asian or Pacific Islander,Lucas,2017,0,8642,9358
Other,Lucas,2017,0,0,9360
Unknown,Lucas,2017,0,0,9362
White,Lucas,2018,0,324598,9366
Black,Lucas,2018,0,94371,9368
American Indian or Alaskan Native,Lucas,2018,0,2377,9370
Asian or Pacific Islander,Lucas,2018,0,8644,9372
Other,Lucas,2018,0,0,9374
Unknown,Lucas,2018,0,0,9376
White,Lucas,2019,7,323272,9380
Black,Lucas,2019,0,94542,9382
American Indian or Alaskan Native,Lucas,2019,0,2391,9384
Asian or Pacific Islander,Lucas,2019,0,8683,9386
Other,Lucas,2019,0,0,9388
Unknown,Lucas,2019,0,0,9390
White,Madison,2007,0,39141,9408
Black,Madison,2007,0,2871,9410
American Indian or Alaskan Native,Madison,2007,0,101,9412
Asian or Pacific Islander,Madison,2007,0,279,9414
Other,Madison,2007,0,0,9416
Unknown,Madison,2007,0,0,9418
White,Madison,2008,0,39683,9422
Black,Madison,2008,0,3087,9424
American Indian or Alaskan Native,Madison,2008,0,110,9426
Asian or Pacific Islander,Madison,2008,0,283,9428
Other,Madison,2008,0,0,9430
Unknown,Madison,2008,0,0,9432
White,Madison,2009,0,39823,9436
Black,Madison,2009,0,3128,9438
American Indian or Alaskan Native,Madison,2009,0,112,9440
Asian or Pacific Islander,Madison,2009,0,290,9442
Other,Madison,2009,0,0,9444
Unknown,Madison,2009,0,0,9446
White,Madison,2010,0,39929,9450
Black,Madison,2010,0,3089,9452
American Indian or Alaskan Native,Madison,2010,0,119,9454
Asian or Pacific Islander,Madison,2010,0,297,9456
Other,Madison,2010,0,0,9458
Unknown,Madison,2010,0,0,9460
White,Madison,2011,0,39671,9464
Black,Madison,2011,0,2993,9466
American Indian or Alaskan Native,Madison,2011,0,113,9468
Asian or Pacific Islander,Madison,2011,0,343,9470
Other,Madison,2011,0,0,9472
Unknown,Madison,2011,0,0,9474
White,Madison,2012,0,39492,9478
Black,Madison,2012,0,2998,9480
American Indian or Alaskan Native,Madison,2012,0,118,9482
Asian or Pacific Islander,Madison,2012,0,388,9484
Other,Madison,2012,0,0,9486
Unknown,Madison,2012,0,0,9488
White,Madison,2013,0,39749,9492
Black,Madison,2013,0,2955,9494
American Indian or Alaskan Native,Madison,2013,0,121,9496
Asian or Pacific Islander,Madison,2013,0,438,9498
Other,Madison,2013,0,0,9500
Unknown,Madison,2013,0,0,9502
White,Madison,2014,0,40195,9506
Black,Madison,2014,0,3138,9508
American Indian or Alaskan Native,Madison,2014,0,140,9510
Asian or Pacific Islander,Madison,2014,0,515,9512
Other,Madison,2014,0,0,9514
Unknown,Madison,2014,0,0,9516
White,Madison,2015,0,40269,9520
Black,Madison,2015,0,3168,9522
American Indian or Alaskan Native,Madison,2015,0,139,9524
Asian or Pacific Islander,Madison,2015,0,573,9526
Other,Madison,2015,0,0,9528
Unknown,Madison,2015,0,0,9530
White,Madison,2016,2,39726,9534
Black,Madison,2016,0,2889,9536
American Indian or Alaskan Native,Madison,2016,0,148,9538
Asian or Pacific Islander,Madison,2016,0,637,9540
Other,Madison,2016,0,0,9542
Unknown,Madison,2016,0,0,9544
White,Madison,2017,1,40121,9548
Black,Madison,2017,0,3147,9550
American Indian or Alaskan Native,Madison,2017,0,156,9552
Asian or Pacific Islander,Madison,2017,0,653,9554
Other,Madison,2017,0,0,9556
Unknown,Madison,2017,0,0,9558
White,Madison,2018,0,40468,9562
Black,Madison,2018,0,3084,9564
American Indian or Alaskan Native,Madison,2018,0,156,9566
Asian or Pacific Islander,Madison,2018,0,685,9568
Other,Madison,2018,0,0,9570
Unknown,Madison,2018,0,0,9572
White,Madison,2019,1,40786,9576
Black,Madison,2019,0,3178,9578
American Indian or Alaskan Native,Madison,2019,0,170,9580
Asian or Pacific Islander,Madison,2019,0,678,9582
Other,Madison,2019,0,0,9584
Unknown,Madison,2019,0,0,9586
White,Mahoning,2007,0,200037,9604
Black,Mahoning,2007,0,40792,9606
American Indian or Alaskan Native,Mahoning,2007,0,696,9608
Asian or Pacific Islander,Mahoning,2007,0,1928,9610
Other,Mahoning,2007,0,0,9612
Unknown,Mahoning,2007,0,0,9614
White,Mahoning,2008,0,198223,9618
Black,Mahoning,2008,0,40589,9620
American Indian or Alaskan Native,Mahoning,2008,0,730,9622
Asian or Pacific Islander,Mahoning,2008,0,2030,9624
Other,Mahoning,2008,0,0,9626
Unknown,Mahoning,2008,0,0,9628
White,Mahoning,2009,0,196860,9632
Black,Mahoning,2009,0,40404,9634
American Indian or Alaskan Native,Mahoning,2009,0,743,9636
Asian or Pacific Islander,Mahoning,2009,0,2043,9638
Other,Mahoning,2009,0,0,9640
Unknown,Mahoning,2009,0,0,9642
White,Mahoning,2010,0,195398,9646
Black,Mahoning,2010,0,40055,9648
American Indian or Alaskan Native,Mahoning,2010,0,795,9650
Asian or Pacific Islander,Mahoning,2010,0,2067,9652
Other,Mahoning,2010,0,0,9654
Unknown,Mahoning,2010,0,0,9656
White,Mahoning,2011,0,194216,9660
Black,Mahoning,2011,0,40094,9662
American Indian or Alaskan Native,Mahoning,2011,0,820,9664
Asian or Pacific Islander,Mahoning,2011,0,2174,9666
Other,Mahoning,2011,0,0,9668
Unknown,Mahoning,2011,0,0,9670
White,Mahoning,2012,0,192863,9674
Black,Mahoning,2012,0,39737,9676
American Indian or Alaskan Native,Mahoning,2012,0,821,9678
Asian or Pacific Islander,Mahoning,2012,0,2268,9680
Other,Mahoning,2012,0,0,9682
Unknown,Mahoning,2012,0,0,9684
White,Mahoning,2013,0,191684,9688
Black,Mahoning,2013,0,39568,9690
American Indian or Alaskan Native,Mahoning,2013,0,829,9692
Asian or Pacific Islander,Mahoning,2013,0,2350,9694
Other,Mahoning,2013,0,0,9696
Unknown,Mahoning,2013,0,0,9698
White,Mahoning,2014,0,190708,9702
Black,Mahoning,2014,0,39558,9704
American Indian or Alaskan Native,Mahoning,2014,0,813,9706
Asian or Pacific Islander,Mahoning,2014,0,2393,9708
Other,Mahoning,2014,0,0,9710
Unknown,Mahoning,2014,0,0,9712
White,Mahoning,2015,1,189308,9716
Black,Mahoning,2015,0,39364,9718
American Indian or Alaskan Native,Mahoning,2015,0,860,9720
Asian or Pacific Islander,Mahoning,2015,0,2456,9722
Other,Mahoning,2015,0,0,9724
Unknown,Mahoning,2015,0,0,9726
White,Mahoning,2016,0,187826,9730
Black,Mahoning,2016,0,39096,9732
American Indian or Alaskan Native,Mahoning,2016,0,863,9734
Asian or Pacific Islander,Mahoning,2016,0,2478,9736
Other,Mahoning,2016,0,0,9738
Unknown,Mahoning,2016,0,0,9740
White,Mahoning,2017,1,186993,9744
Black,Mahoning,2017,0,39126,9746
American Indian or Alaskan Native,Mahoning,2017,0,877,9748
Asian or Pacific Islander,Mahoning,2017,0,2442,9750
Other,Mahoning,2017,0,0,9752
Unknown,Mahoning,2017,0,0,9754
White,Mahoning,2018,7,186140,9758
Black,Mahoning,2018,0,39431,9760
American Indian or Alaskan Native,Mahoning,2018,0,889,9762
Asian or Pacific Islander,Mahoning,2018,0,2515,9764
Other,Mahoning,2018,0,0,9766
Unknown,Mahoning,2018,1,0,9768
White,Mahoning,2019,3,184853,9772
Black,Mahoning,2019,0,39202,9774
American Indian or Alaskan Native,Mahoning,2019,0,912,9776
Asian or Pacific Islander,Mahoning,2019,0,2543,9778
Other,Mahoning,2019,0,0,9780
Unknown,Mahoning,2019,0,0,9782
White,Marion,2007,0,61542,9800
Black,Marion,2007,0,4364,9802
American Indian or Alaskan Native,Marion,2007,0,191,9804
