DeathRaceRaceDesc,DeathCountyCountyName,DeathYearYear,Deaths,Population,SORT
Unknown,Fairfield,2017,0,0,4462
White,Fairfield,2018,4,138213,4466
Black,Fairfield,2018,0,14048,4468
American Indian or Alaskan Native,Fairfield,2018,0,544,4470
Asian or Pacific Islander,Fairfield,2018,0,3257,4472
Other,Fairfield,2018,0,0,4474
Unknown,Fairfield,2018,0,0,4476
White,Fairfield,2019,5,138624,4480
Black,Fairfield,2019,0,14966,4482
American Indian or Alaskan Native,Fairfield,2019,0,545,4484
Asian or Pacific Islander,Fairfield,2019,0,3568,4486
Other,Fairfield,2019,0,0,4488
Unknown,Fairfield,2019,0,0,4490
White,Fayette,2007,0,27848,4508
Black,Fayette,2007,0,798,4510
American Indian or Alaskan Native,Fayette,2007,0,82,4512
Asian or Pacific Islander,Fayette,2007,0,180,4514
Other,Fayette,2007,0,0,4516
Unknown,Fayette,2007,0,0,4518
White,Fayette,2008,0,27808,4522
Black,Fayette,2008,0,844,4524
American Indian or Alaskan Native,Fayette,2008,0,80,4526
Asian or Pacific Islander,Fayette,2008,0,164,4528
Other,Fayette,2008,0,0,4530
Unknown,Fayette,2008,0,0,4532
White,Fayette,2009,0,27811,4536
Black,Fayette,2009,0,853,4538
American Indian or Alaskan Native,Fayette,2009,0,82,4540
Asian or Pacific Islander,Fayette,2009,0,183,4542
Other,Fayette,2009,0,0,4544
Unknown,Fayette,2009,0,0,4546
White,Fayette,2010,0,27888,4550
Black,Fayette,2010,0,863,4552
American Indian or Alaskan Native,Fayette,2010,0,79,4554
Asian or Pacific Islander,Fayette,2010,0,186,4556
Other,Fayette,2010,0,0,4558
Unknown,Fayette,2010,0,0,4560
White,Fayette,2011,0,27733,4564
Black,Fayette,2011,0,861,4566
American Indian or Alaskan Native,Fayette,2011,0,81,4568
Asian or Pacific Islander,Fayette,2011,0,195,4570
Other,Fayette,2011,0,0,4572
Unknown,Fayette,2011,0,0,4574
White,Fayette,2012,0,27624,4578
Black,Fayette,2012,0,858,4580
American Indian or Alaskan Native,Fayette,2012,0,84,4582
Asian or Pacific Islander,Fayette,2012,0,204,4584
Other,Fayette,2012,0,0,4586
Unknown,Fayette,2012,0,0,4588
White,Fayette,2013,0,27503,4592
Black,Fayette,2013,0,894,4594
American Indian or Alaskan Native,Fayette,2013,0,83,4596
Asian or Pacific Islander,Fayette,2013,0,210,4598
Other,Fayette,2013,0,0,4600
Unknown,Fayette,2013,0,0,4602
White,Fayette,2014,0,27420,4606
Black,Fayette,2014,0,897,4608
American Indian or Alaskan Native,Fayette,2014,0,91,4610
Asian or Pacific Islander,Fayette,2014,0,244,4612
Other,Fayette,2014,0,0,4614
Unknown,Fayette,2014,0,0,4616
White,Fayette,2015,0,27369,4620
Black,Fayette,2015,0,910,4622
American Indian or Alaskan Native,Fayette,2015,0,90,4624
Asian or Pacific Islander,Fayette,2015,0,248,4626
Other,Fayette,2015,0,0,4628
Unknown,Fayette,2015,0,0,4630
White,Fayette,2016,1,27372,4634
Black,Fayette,2016,0,949,4636
American Indian or Alaskan Native,Fayette,2016,0,95,4638
Asian or Pacific Islander,Fayette,2016,0,279,4640
Other,Fayette,2016,0,0,4642
Unknown,Fayette,2016,0,0,4644
White,Fayette,2017,6,27294,4648
Black,Fayette,2017,0,974,4650
American Indian or Alaskan Native,Fayette,2017,0,101,4652
Asian or Pacific Islander,Fayette,2017,0,300,4654
Other,Fayette,2017,0,0,4656
Unknown,Fayette,2017,0,0,4658
White,Fayette,2018,2,27226,4662
Black,Fayette,2018,0,983,4664
American Indian or Alaskan Native,Fayette,2018,0,103,4666
Asian or Pacific Islander,Fayette,2018,0,302,4668
Other,Fayette,2018,0,0,4670
Unknown,Fayette,2018,0,0,4672
White,Fayette,2019,4,27081,4676
Black,Fayette,2019,0,984,4678
American Indian or Alaskan Native,Fayette,2019,0,101,4680
Asian or Pacific Islander,Fayette,2019,0,320,4682
Other,Fayette,2019,0,0,4684
Unknown,Fayette,2019,0,0,4686
White,Franklin,2007,0,828580,4704
Black,Franklin,2007,0,247242,4706
American Indian or Alaskan Native,Franklin,2007,0,4869,4708
Asian or Pacific Islander,Franklin,2007,0,46483,4710
Other,Franklin,2007,0,0,4712
Unknown,Franklin,2007,0,0,4714
White,Franklin,2008,0,834211,4718
Black,Franklin,2008,0,253756,4720
American Indian or Alaskan Native,Franklin,2008,0,5198,4722
Asian or Pacific Islander,Franklin,2008,0,48018,4724
Other,Franklin,2008,0,0,4726
Unknown,Franklin,2008,0,0,4728
White,Franklin,2009,0,841048,4732
Black,Franklin,2009,0,259910,4734
American Indian or Alaskan Native,Franklin,2009,0,5358,4736
Asian or Pacific Islander,Franklin,2009,0,49092,4738
Other,Franklin,2009,0,0,4740
Unknown,Franklin,2009,0,0,4742
White,Franklin,2010,0,845388,4746
Black,Franklin,2010,0,265056,4748
American Indian or Alaskan Native,Franklin,2010,0,5297,4750
Asian or Pacific Islander,Franklin,2010,0,50477,4752
Other,Franklin,2010,0,0,4754
Unknown,Franklin,2010,0,0,4756
White,Franklin,2011,0,851575,4760
Black,Franklin,2011,0,271116,4762
American Indian or Alaskan Native,Franklin,2011,0,5328,4764
Asian or Pacific Islander,Franklin,2011,0,52898,4766
Other,Franklin,2011,0,0,4768
Unknown,Franklin,2011,0,0,4770
White,Franklin,2012,0,860165,4774
Black,Franklin,2012,0,278127,4776
American Indian or Alaskan Native,Franklin,2012,0,5423,4778
Asian or Pacific Islander,Franklin,2012,0,55542,4780
Other,Franklin,2012,0,0,4782
Unknown,Franklin,2012,0,0,4784
White,Franklin,2013,0,868518,4788
Black,Franklin,2013,0,285896,4790
American Indian or Alaskan Native,Franklin,2013,0,5506,4792
Asian or Pacific Islander,Franklin,2013,0,59266,4794
Other,Franklin,2013,0,0,4796
Unknown,Franklin,2013,0,0,4798
White,Franklin,2014,0,875445,4802
Black,Franklin,2014,0,294248,4804
American Indian or Alaskan Native,Franklin,2014,0,5557,4806
Asian or Pacific Islander,Franklin,2014,0,63508,4808
Other,Franklin,2014,0,0,4810
Unknown,Franklin,2014,0,0,4812
White,Franklin,2015,1,881170,4816
Black,Franklin,2015,0,302789,4818
American Indian or Alaskan Native,Franklin,2015,0,5625,4820
Asian or Pacific Islander,Franklin,2015,0,68307,4822
Other,Franklin,2015,0,0,4824
Unknown,Franklin,2015,0,0,4826
White,Franklin,2016,2,885893,4830
Black,Franklin,2016,1,310900,4832
American Indian or Alaskan Native,Franklin,2016,0,5678,4834
Asian or Pacific Islander,Franklin,2016,0,72741,4836
Other,Franklin,2016,0,0,4838
Unknown,Franklin,2016,0,0,4840
White,Franklin,2017,9,893532,4844
Black,Franklin,2017,1,319884,4846
American Indian or Alaskan Native,Franklin,2017,0,5787,4848
Asian or Pacific Islander,Franklin,2017,0,77171,4850
Other,Franklin,2017,0,0,4852
Unknown,Franklin,2017,0,0,4854
White,Franklin,2018,35,894810,4858
Black,Franklin,2018,2,327998,4860
American Indian or Alaskan Native,Franklin,2018,0,5894,4862
Asian or Pacific Islander,Franklin,2018,0,79897,4864
Other,Franklin,2018,0,0,4866
Unknown,Franklin,2018,0,0,4868
White,Franklin,2019,52,896062,4872
Black,Franklin,2019,6,334265,4874
American Indian or Alaskan Native,Franklin,2019,0,5915,4876
Asian or Pacific Islander,Franklin,2019,0,82524,4878
Other,Franklin,2019,0,0,4880
Unknown,Franklin,2019,0,0,4882
White,Fulton,2007,0,42163,4900
Black,Fulton,2007,0,298,4902
American Indian or Alaskan Native,Fulton,2007,0,138,4904
Asian or Pacific Islander,Fulton,2007,0,201,4906
Other,Fulton,2007,0,0,4908
Unknown,Fulton,2007,0,0,4910
White,Fulton,2008,0,42141,4914
Black,Fulton,2008,0,279,4916
American Indian or Alaskan Native,Fulton,2008,0,141,4918
Asian or Pacific Islander,Fulton,2008,0,219,4920
Other,Fulton,2008,0,0,4922
Unknown,Fulton,2008,0,0,4924
White,Fulton,2009,0,42078,4928
Black,Fulton,2009,0,305,4930
American Indian or Alaskan Native,Fulton,2009,0,149,4932
Asian or Pacific Islander,Fulton,2009,0,215,4934
Other,Fulton,2009,0,0,4936
Unknown,Fulton,2009,0,0,4938
White,Fulton,2010,0,41912,4942
Black,Fulton,2010,0,350,4944
American Indian or Alaskan Native,Fulton,2010,0,152,4946
Asian or Pacific Islander,Fulton,2010,0,216,4948
Other,Fulton,2010,0,0,4950
Unknown,Fulton,2010,0,0,4952
White,Fulton,2011,0,41638,4956
Black,Fulton,2011,0,349,4958
American Indian or Alaskan Native,Fulton,2011,0,144,4960
Asian or Pacific Islander,Fulton,2011,0,232,4962
Other,Fulton,2011,0,0,4964
Unknown,Fulton,2011,0,0,4966
White,Fulton,2012,0,41536,4970
Black,Fulton,2012,0,414,4972
American Indian or Alaskan Native,Fulton,2012,0,160,4974
Asian or Pacific Islander,Fulton,2012,0,220,4976
Other,Fulton,2012,0,0,4978
Unknown,Fulton,2012,0,0,4980
White,Fulton,2013,0,41406,4984
Black,Fulton,2013,0,410,4986
American Indian or Alaskan Native,Fulton,2013,0,153,4988
Asian or Pacific Islander,Fulton,2013,0,230,4990
Other,Fulton,2013,0,0,4992
Unknown,Fulton,2013,0,0,4994
White,Fulton,2014,0,41564,4998
Black,Fulton,2014,0,452,5000
American Indian or Alaskan Native,Fulton,2014,0,154,5002
Asian or Pacific Islander,Fulton,2014,0,231,5004
Other,Fulton,2014,0,0,5006
Unknown,Fulton,2014,0,0,5008
White,Fulton,2015,0,41449,5012
Black,Fulton,2015,0,474,5014
American Indian or Alaskan Native,Fulton,2015,0,158,5016
Asian or Pacific Islander,Fulton,2015,0,218,5018
Other,Fulton,2015,0,0,5020
Unknown,Fulton,2015,0,0,5022
White,Fulton,2016,0,41416,5026
Black,Fulton,2016,0,518,5028
American Indian or Alaskan Native,Fulton,2016,0,165,5030
Asian or Pacific Islander,Fulton,2016,0,238,5032
Other,Fulton,2016,0,0,5034
Unknown,Fulton,2016,0,0,5036
White,Fulton,2017,0,41302,5040
Black,Fulton,2017,0,549,5042
American Indian or Alaskan Native,Fulton,2017,0,178,5044
Asian or Pacific Islander,Fulton,2017,0,245,5046
Other,Fulton,2017,0,0,5048
Unknown,Fulton,2017,0,0,5050
White,Fulton,2018,1,41246,5054
Black,Fulton,2018,0,555,5056
American Indian or Alaskan Native,Fulton,2018,0,199,5058
Asian or Pacific Islander,Fulton,2018,0,256,5060
Other,Fulton,2018,0,0,5062
Unknown,Fulton,2018,0,0,5064
White,Fulton,2019,0,41147,5068
Black,Fulton,2019,0,587,5070
American Indian or Alaskan Native,Fulton,2019,0,178,5072
Asian or Pacific Islander,Fulton,2019,0,263,5074
Other,Fulton,2019,0,0,5076
Unknown,Fulton,2019,0,0,5078
White,Gallia,2007,0,29700,5096
Black,Gallia,2007,0,997,5098
American Indian or Alaskan Native,Gallia,2007,0,148,5100
Asian or Pacific Islander,Gallia,2007,0,132,5102
Other,Gallia,2007,0,0,5104
Unknown,Gallia,2007,0,0,5106
White,Gallia,2008,0,29684,5110
Black,Gallia,2008,0,1032,5112
American Indian or Alaskan Native,Gallia,2008,0,141,5114
Asian or Pacific Islander,Gallia,2008,0,140,5116
Other,Gallia,2008,0,0,5118
Unknown,Gallia,2008,0,0,5120
White,Gallia,2009,0,29553,5124
Black,Gallia,2009,0,1013,5126
American Indian or Alaskan Native,Gallia,2009,0,146,5128
Asian or Pacific Islander,Gallia,2009,0,145,5130
Other,Gallia,2009,0,0,5132
Unknown,Gallia,2009,0,0,5134
White,Gallia,2010,0,29733,5138
Black,Gallia,2010,0,1031,5140
American Indian or Alaskan Native,Gallia,2010,0,143,5142
Asian or Pacific Islander,Gallia,2010,0,159,5144
Other,Gallia,2010,0,0,5146
Unknown,Gallia,2010,0,0,5148
White,Gallia,2011,0,29722,5152
Black,Gallia,2011,0,996,5154
American Indian or Alaskan Native,Gallia,2011,0,136,5156
Asian or Pacific Islander,Gallia,2011,0,169,5158
Other,Gallia,2011,0,0,5160
Unknown,Gallia,2011,0,0,5162
White,Gallia,2012,0,29586,5166
Black,Gallia,2012,0,982,5168
American Indian or Alaskan Native,Gallia,2012,0,147,5170
Asian or Pacific Islander,Gallia,2012,0,166,5172
Other,Gallia,2012,0,0,5174
Unknown,Gallia,2012,0,0,5176
White,Gallia,2013,0,29380,5180
Black,Gallia,2013,0,975,5182
American Indian or Alaskan Native,Gallia,2013,0,147,5184
Asian or Pacific Islander,Gallia,2013,0,182,5186
Other,Gallia,2013,0,0,5188
Unknown,Gallia,2013,0,0,5190
White,Gallia,2014,0,29162,5194
Black,Gallia,2014,0,970,5196
American Indian or Alaskan Native,Gallia,2014,0,154,5198
Asian or Pacific Islander,Gallia,2014,0,181,5200
Other,Gallia,2014,0,0,5202
Unknown,Gallia,2014,0,0,5204
White,Gallia,2015,0,28898,5208
Black,Gallia,2015,0,984,5210
American Indian or Alaskan Native,Gallia,2015,0,148,5212
Asian or Pacific Islander,Gallia,2015,0,228,5214
Other,Gallia,2015,0,0,5216
Unknown,Gallia,2015,0,0,5218
White,Gallia,2016,0,28829,5222
Black,Gallia,2016,0,972,5224
American Indian or Alaskan Native,Gallia,2016,0,156,5226
Asian or Pacific Islander,Gallia,2016,0,256,5228
Other,Gallia,2016,0,0,5230
Unknown,Gallia,2016,0,0,5232
White,Gallia,2017,3,28795,5236
Black,Gallia,2017,0,936,5238
American Indian or Alaskan Native,Gallia,2017,0,151,5240
Asian or Pacific Islander,Gallia,2017,0,274,5242
Other,Gallia,2017,0,0,5244
Unknown,Gallia,2017,0,0,5246
White,Gallia,2018,3,28608,5250
Black,Gallia,2018,0,915,5252
American Indian or Alaskan Native,Gallia,2018,0,148,5254
Asian or Pacific Islander,Gallia,2018,0,285,5256
Other,Gallia,2018,0,0,5258
Unknown,Gallia,2018,0,0,5260
White,Gallia,2019,5,28475,5264
Black,Gallia,2019,0,921,5266
American Indian or Alaskan Native,Gallia,2019,0,152,5268
Asian or Pacific Islander,Gallia,2019,0,302,5270
Other,Gallia,2019,0,0,5272
Unknown,Gallia,2019,0,0,5274
White,Geauga,2007,0,91585,5292
Black,Geauga,2007,0,1419,5294
American Indian or Alaskan Native,Geauga,2007,0,76,5296
Asian or Pacific Islander,Geauga,2007,0,662,5298
Other,Geauga,2007,0,0,5300
Unknown,Geauga,2007,0,0,5302
White,Geauga,2008,0,91444,5306
Black,Geauga,2008,0,1383,5308
American Indian or Alaskan Native,Geauga,2008,0,80,5310
Asian or Pacific Islander,Geauga,2008,0,676,5312
Other,Geauga,2008,0,0,5314
Unknown,Geauga,2008,0,0,5316
White,Geauga,2009,0,91272,5320
Black,Geauga,2009,0,1401,5322
American Indian or Alaskan Native,Geauga,2009,0,81,5324
Asian or Pacific Islander,Geauga,2009,0,692,5326
Other,Geauga,2009,0,0,5328
Unknown,Geauga,2009,0,0,5330
White,Geauga,2010,0,91220,5334
Black,Geauga,2010,0,1411,5336
American Indian or Alaskan Native,Geauga,2010,0,78,5338
Asian or Pacific Islander,Geauga,2010,0,672,5340
Other,Geauga,2010,0,0,5342
Unknown,Geauga,2010,0,0,5344
White,Geauga,2011,0,91138,5348
Black,Geauga,2011,0,1372,5350
American Indian or Alaskan Native,Geauga,2011,0,82,5352
Asian or Pacific Islander,Geauga,2011,0,695,5354
Other,Geauga,2011,0,0,5356
Unknown,Geauga,2011,0,0,5358
White,Geauga,2012,0,91538,5362
Black,Geauga,2012,0,1420,5364
American Indian or Alaskan Native,Geauga,2012,0,89,5366
Asian or Pacific Islander,Geauga,2012,0,723,5368
Other,Geauga,2012,0,0,5370
Unknown,Geauga,2012,0,0,5372
White,Geauga,2013,0,91557,5376
Black,Geauga,2013,0,1416,5378
American Indian or Alaskan Native,Geauga,2013,0,99,5380
Asian or Pacific Islander,Geauga,2013,0,775,5382
Other,Geauga,2013,0,0,5384
Unknown,Geauga,2013,0,0,5386
White,Geauga,2014,0,91699,5390
Black,Geauga,2014,0,1437,5392
American Indian or Alaskan Native,Geauga,2014,0,98,5394
Asian or Pacific Islander,Geauga,2014,0,747,5396
Other,Geauga,2014,0,0,5398
Unknown,Geauga,2014,0,0,5400
White,Geauga,2015,0,91601,5404
Black,Geauga,2015,0,1455,5406
American Indian or Alaskan Native,Geauga,2015,0,111,5408
Asian or Pacific Islander,Geauga,2015,0,732,5410
Other,Geauga,2015,0,0,5412
Unknown,Geauga,2015,0,0,5414
White,Geauga,2016,2,91593,5418
Black,Geauga,2016,0,1399,5420
American Indian or Alaskan Native,Geauga,2016,0,110,5422
Asian or Pacific Islander,Geauga,2016,0,756,5424
Other,Geauga,2016,0,0,5426
Unknown,Geauga,2016,0,0,5428
White,Geauga,2017,2,91568,5432
Black,Geauga,2017,0,1425,5434
American Indian or Alaskan Native,Geauga,2017,0,119,5436
Asian or Pacific Islander,Geauga,2017,0,779,5438
Other,Geauga,2017,0,0,5440
Unknown,Geauga,2017,0,0,5442
White,Geauga,2018,1,91453,5446
Black,Geauga,2018,0,1411,5448
American Indian or Alaskan Native,Geauga,2018,0,127,5450
Asian or Pacific Islander,Geauga,2018,0,779,5452
Other,Geauga,2018,0,0,5454
Unknown,Geauga,2018,0,0,5456
White,Geauga,2019,1,91155,5460
Black,Geauga,2019,0,1412,5462
American Indian or Alaskan Native,Geauga,2019,0,131,5464
Asian or Pacific Islander,Geauga,2019,0,796,5466
Other,Geauga,2019,0,0,5468
Unknown,Geauga,2019,0,0,5470
White,Greene,2007,0,141341,5488
Black,Greene,2007,0,12260,5490
American Indian or Alaskan Native,Greene,2007,0,562,5492
Asian or Pacific Islander,Greene,2007,0,4892,5494
Other,Greene,2007,0,0,5496
Unknown,Greene,2007,0,0,5498
White,Greene,2008,0,142022,5502
Black,Greene,2008,0,12506,5504
American Indian or Alaskan Native,Greene,2008,0,585,5506
Asian or Pacific Islander,Greene,2008,0,5002,5508
Other,Greene,2008,0,0,5510
Unknown,Greene,2008,0,0,5512
White,Greene,2009,0,142390,5516
Black,Greene,2009,0,12944,5518
American Indian or Alaskan Native,Greene,2009,0,581,5520
Asian or Pacific Islander,Greene,2009,0,5160,5522
Other,Greene,2009,0,0,5524
Unknown,Greene,2009,0,0,5526
White,Greene,2010,0,142632,5530
Black,Greene,2010,0,13016,5532
American Indian or Alaskan Native,Greene,2010,0,604,5534
Asian or Pacific Islander,Greene,2010,0,5347,5536
Other,Greene,2010,0,0,5538
Unknown,Greene,2010,0,0,5540
White,Greene,2011,0,144330,5544
Black,Greene,2011,0,13235,5546
American Indian or Alaskan Native,Greene,2011,0,650,5548
Asian or Pacific Islander,Greene,2011,0,5385,5550
Other,Greene,2011,0,0,5552
Unknown,Greene,2011,0,0,5554
White,Greene,2012,0,144881,5558
Black,Greene,2012,0,13426,5560
American Indian or Alaskan Native,Greene,2012,0,649,5562
Asian or Pacific Islander,Greene,2012,0,5447,5564
Other,Greene,2012,0,0,5566
Unknown,Greene,2012,0,0,5568
White,Greene,2013,0,144554,5572
Black,Greene,2013,0,13226,5574
American Indian or Alaskan Native,Greene,2013,0,659,5576
Asian or Pacific Islander,Greene,2013,0,5565,5578
Other,Greene,2013,0,0,5580
Unknown,Greene,2013,0,0,5582
White,Greene,2014,0,145157,5586
Black,Greene,2014,0,13270,5588
American Indian or Alaskan Native,Greene,2014,0,659,5590
Asian or Pacific Islander,Greene,2014,0,5710,5592
Other,Greene,2014,0,0,5594
Unknown,Greene,2014,0,0,5596
White,Greene,2015,1,144798,5600
Black,Greene,2015,0,13137,5602
American Indian or Alaskan Native,Greene,2015,0,688,5604
Asian or Pacific Islander,Greene,2015,0,5798,5606
Other,Greene,2015,0,0,5608
Unknown,Greene,2015,0,0,5610
White,Greene,2016,2,145522,5614
Black,Greene,2016,0,13359,5616
American Indian or Alaskan Native,Greene,2016,0,698,5618
Asian or Pacific Islander,Greene,2016,0,5915,5620
Other,Greene,2016,0,0,5622
Unknown,Greene,2016,0,0,5624
White,Greene,2017,6,146481,5628
Black,Greene,2017,0,13521,5630
American Indian or Alaskan Native,Greene,2017,0,723,5632
Asian or Pacific Islander,Greene,2017,0,5995,5634
Other,Greene,2017,0,0,5636
Unknown,Greene,2017,0,0,5638
White,Greene,2018,4,147039,5642
Black,Greene,2018,1,13860,5644
American Indian or Alaskan Native,Greene,2018,0,738,5646
Asian or Pacific Islander,Greene,2018,0,6006,5648
Other,Greene,2018,0,0,5650
Unknown,Greene,2018,0,0,5652
White,Greene,2019,8,148344,5656
Black,Greene,2019,0,14178,5658
American Indian or Alaskan Native,Greene,2019,0,761,5660
Asian or Pacific Islander,Greene,2019,0,6071,5662
Other,Greene,2019,0,0,5664
Unknown,Greene,2019,0,0,5666
White,Guernsey,2007,0,39348,5684
Black,Guernsey,2007,0,892,5686
American Indian or Alaskan Native,Guernsey,2007,0,160,5688
Asian or Pacific Islander,Guernsey,2007,0,131,5690
Other,Guernsey,2007,0,0,5692
Unknown,Guernsey,2007,0,0,5694
White,Guernsey,2008,0,39159,5698
Black,Guernsey,2008,0,917,5700
American Indian or Alaskan Native,Guernsey,2008,0,149,5702
Asian or Pacific Islander,Guernsey,2008,0,122,5704
Other,Guernsey,2008,0,0,5706
Unknown,Guernsey,2008,0,0,5708
White,Guernsey,2009,0,39057,5712
Black,Guernsey,2009,0,903,5714
American Indian or Alaskan Native,Guernsey,2009,0,151,5716
Asian or Pacific Islander,Guernsey,2009,0,131,5718
Other,Guernsey,2009,0,0,5720
Unknown,Guernsey,2009,0,0,5722
White,Guernsey,2010,0,38960,5726
Black,Guernsey,2010,0,906,5728
American Indian or Alaskan Native,Guernsey,2010,0,138,5730
Asian or Pacific Islander,Guernsey,2010,0,148,5732
Other,Guernsey,2010,0,0,5734
Unknown,Guernsey,2010,0,0,5736
White,Guernsey,2011,0,38747,5740
Black,Guernsey,2011,0,877,5742
American Indian or Alaskan Native,Guernsey,2011,0,139,5744
Asian or Pacific Islander,Guernsey,2011,0,152,5746
Other,Guernsey,2011,0,0,5748
Unknown,Guernsey,2011,0,0,5750
White,Guernsey,2012,0,38690,5754
Black,Guernsey,2012,0,887,5756
American Indian or Alaskan Native,Guernsey,2012,0,148,5758
Asian or Pacific Islander,Guernsey,2012,0,161,5760
Other,Guernsey,2012,0,0,5762
Unknown,Guernsey,2012,0,0,5764
White,Guernsey,2013,0,38512,5768
Black,Guernsey,2013,0,896,5770
American Indian or Alaskan Native,Guernsey,2013,0,149,5772
Asian or Pacific Islander,Guernsey,2013,0,159,5774
Other,Guernsey,2013,0,0,5776
Unknown,Guernsey,2013,0,0,5778
White,Guernsey,2014,0,38471,5782
Black,Guernsey,2014,0,913,5784
American Indian or Alaskan Native,Guernsey,2014,0,150,5786
Asian or Pacific Islander,Guernsey,2014,0,165,5788
Other,Guernsey,2014,0,0,5790
Unknown,Guernsey,2014,0,0,5792
White,Guernsey,2015,0,38144,5796
Black,Guernsey,2015,0,913,5798
American Indian or Alaskan Native,Guernsey,2015,0,175,5800
Asian or Pacific Islander,Guernsey,2015,0,170,5802
Other,Guernsey,2015,0,0,5804
Unknown,Guernsey,2015,0,0,5806
White,Guernsey,2016,1,37953,5810
Black,Guernsey,2016,0,922,5812
American Indian or Alaskan Native,Guernsey,2016,0,167,5814
Asian or Pacific Islander,Guernsey,2016,0,195,5816
Other,Guernsey,2016,0,0,5818
Unknown,Guernsey,2016,0,0,5820
White,Guernsey,2017,1,37792,5824
Black,Guernsey,2017,0,925,5826
American Indian or Alaskan Native,Guernsey,2017,0,159,5828
Asian or Pacific Islander,Guernsey,2017,0,201,5830
Other,Guernsey,2017,0,0,5832
Unknown,Guernsey,2017,0,0,5834
White,Guernsey,2018,3,37687,5838
Black,Guernsey,2018,0,936,5840
American Indian or Alaskan Native,Guernsey,2018,0,176,5842
Asian or Pacific Islander,Guernsey,2018,0,212,5844
Other,Guernsey,2018,0,0,5846
Unknown,Guernsey,2018,0,0,5848
White,Guernsey,2019,2,37536,5852
Black,Guernsey,2019,0,951,5854
American Indian or Alaskan Native,Guernsey,2019,0,170,5856
Asian or Pacific Islander,Guernsey,2019,0,219,5858
Other,Guernsey,2019,0,0,5860
Unknown,Guernsey,2019,0,0,5862
White,Hamilton,2007,0,571504,5880
Black,Hamilton,2007,0,210130,5882
American Indian or Alaskan Native,Hamilton,2007,0,2590,5884
Asian or Pacific Islander,Hamilton,2007,0,17591,5886
Other,Hamilton,2007,0,0,5888
Unknown,Hamilton,2007,0,0,5890
White,Hamilton,2008,0,567929,5894
Black,Hamilton,2008,0,211250,5896
American Indian or Alaskan Native,Hamilton,2008,0,2723,5898
Asian or Pacific Islander,Hamilton,2008,0,17938,5900
Other,Hamilton,2008,0,0,5902
Unknown,Hamilton,2008,0,0,5904
White,Hamilton,2009,0,567885,5908
Black,Hamilton,2009,0,213138,5910
American Indian or Alaskan Native,Hamilton,2009,0,2677,5912
Asian or Pacific Islander,Hamilton,2009,0,18449,5914
Other,Hamilton,2009,0,0,5916
Unknown,Hamilton,2009,0,0,5918
White,Hamilton,2010,0,566364,5922
Black,Hamilton,2010,0,214300,5924
American Indian or Alaskan Native,Hamilton,2010,0,2758,5926
Asian or Pacific Islander,Hamilton,2010,0,18873,5928
Other,Hamilton,2010,0,0,5930
Unknown,Hamilton,2010,0,0,5932
White,Hamilton,2011,0,563574,5936
Black,Hamilton,2011,0,214988,5938
American Indian or Alaskan Native,Hamilton,2011,0,2708,5940
Asian or Pacific Islander,Hamilton,2011,0,19476,5942
Other,Hamilton,2011,0,0,5944
Unknown,Hamilton,2011,0,0,5946
White,Hamilton,2012,0,563587,5950
Black,Hamilton,2012,0,216171,5952
American Indian or Alaskan Native,Hamilton,2012,0,2707,5954
Asian or Pacific Islander,Hamilton,2012,0,20099,5956
Other,Hamilton,2012,0,0,5958
Unknown,Hamilton,2012,0,0,5960
White,Hamilton,2013,0,563376,5964
Black,Hamilton,2013,0,218351,5966
American Indian or Alaskan Native,Hamilton,2013,0,2677,5968
Asian or Pacific Islander,Hamilton,2013,0,21004,5970
Other,Hamilton,2013,0,0,5972
Unknown,Hamilton,2013,0,0,5974
White,Hamilton,2014,1,563428,5978
Black,Hamilton,2014,0,219923,5980
American Indian or Alaskan Native,Hamilton,2014,0,2670,5982
Asian or Pacific Islander,Hamilton,2014,0,21901,5984
Other,Hamilton,2014,0,0,5986
Unknown,Hamilton,2014,0,0,5988
White,Hamilton,2015,1,562515,5992
Black,Hamilton,2015,0,221603,5994
American Indian or Alaskan Native,Hamilton,2015,0,2693,5996
Asian or Pacific Islander,Hamilton,2015,0,23091,5998
Other,Hamilton,2015,0,0,6000
Unknown,Hamilton,2015,0,0,6002
White,Hamilton,2016,6,561848,6006
Black,Hamilton,2016,0,222604,6008
American Indian or Alaskan Native,Hamilton,2016,0,2697,6010
Asian or Pacific Islander,Hamilton,2016,0,24617,6012
Other,Hamilton,2016,0,0,6014
Unknown,Hamilton,2016,0,0,6016
White,Hamilton,2017,21,561976,6020
Black,Hamilton,2017,2,224037,6022
American Indian or Alaskan Native,Hamilton,2017,0,2776,6024
Asian or Pacific Islander,Hamilton,2017,0,25904,6026
Other,Hamilton,2017,0,0,6028
Unknown,Hamilton,2017,0,0,6030
White,Hamilton,2018,25,561019,6034
Black,Hamilton,2018,6,225538,6036
American Indian or Alaskan Native,Hamilton,2018,0,2808,6038
Asian or Pacific Islander,Hamilton,2018,0,26488,6040
Other,Hamilton,2018,0,0,6042
Unknown,Hamilton,2018,2,0,6044
White,Hamilton,2019,46,561727,6048
Black,Hamilton,2019,6,226706,6050
American Indian or Alaskan Native,Hamilton,2019,0,2906,6052
Asian or Pacific Islander,Hamilton,2019,0,27314,6054
Other,Hamilton,2019,0,0,6056
Unknown,Hamilton,2019,0,0,6058
White,Hancock,2007,0,71703,6076
Black,Hancock,2007,0,1495,6078
