CountyPopCountyName,PopulationYearYear,RacePopRaceDesc,AgeGroupNCHSAgeNCHS,Count,SORT
Madison,2012,Black,5-14,192,8286
Madison,2012,White,5-14,5050,8287
Madison,2013,Black,5-14,190,8289
Madison,2013,White,5-14,5083,8290
Madison,2014,Black,5-14,207,8292
Madison,2014,White,5-14,5101,8293
Madison,2015,Black,5-14,188,8295
Madison,2015,White,5-14,4998,8296
Madison,2016,Black,5-14,198,8298
Madison,2016,White,5-14,4873,8299
Madison,2017,Black,5-14,201,8301
Madison,2017,White,5-14,4876,8302
Madison,2018,Black,5-14,194,8304
Madison,2018,White,5-14,4836,8305
Madison,2019,Black,5-14,197,8307
Madison,2019,White,5-14,4817,8308
Madison,2020,Black,5-14,186,8310
Madison,2020,White,5-14,4731,8311
Mahoning,2010,Black,5-14,6531,8316
Mahoning,2010,White,5-14,21628,8317
Mahoning,2011,Black,5-14,6558,8319
Mahoning,2011,White,5-14,21339,8320
Mahoning,2012,Black,5-14,6446,8322
Mahoning,2012,White,5-14,20919,8323
Mahoning,2013,Black,5-14,6430,8325
Mahoning,2013,White,5-14,20504,8326
Mahoning,2014,Black,5-14,6378,8328
Mahoning,2014,White,5-14,20079,8329
Mahoning,2015,Black,5-14,6343,8331
Mahoning,2015,White,5-14,19684,8332
Mahoning,2016,Black,5-14,6254,8334
Mahoning,2016,White,5-14,19251,8335
Mahoning,2017,Black,5-14,6195,8337
Mahoning,2017,White,5-14,18974,8338
Mahoning,2018,Black,5-14,6265,8340
Mahoning,2018,White,5-14,18659,8341
Mahoning,2019,Black,5-14,6227,8343
Mahoning,2019,White,5-14,18405,8344
Mahoning,2020,Black,5-14,6237,8346
Mahoning,2020,White,5-14,18126,8347
Marion,2010,Black,5-14,450,8352
Marion,2010,White,5-14,7597,8353
Marion,2011,Black,5-14,478,8355
Marion,2011,White,5-14,7405,8356
Marion,2012,Black,5-14,456,8358
Marion,2012,White,5-14,7186,8359
Marion,2013,Black,5-14,478,8361
Marion,2013,White,5-14,7084,8362
Marion,2014,Black,5-14,486,8364
Marion,2014,White,5-14,7042,8365
Marion,2015,Black,5-14,515,8367
Marion,2015,White,5-14,6878,8368
Marion,2016,Black,5-14,528,8370
Marion,2016,White,5-14,6851,8371
Marion,2017,Black,5-14,543,8373
Marion,2017,White,5-14,6796,8374
Marion,2018,Black,5-14,541,8376
Marion,2018,White,5-14,6999,8377
Marion,2019,Black,5-14,587,8379
Marion,2019,White,5-14,6949,8380
Marion,2020,Black,5-14,604,8382
Marion,2020,White,5-14,7122,8383
Medina,2010,Black,5-14,573,8388
Medina,2010,White,5-14,24354,8389
Medina,2011,Black,5-14,584,8391
Medina,2011,White,5-14,24043,8392
Medina,2012,Black,5-14,568,8394
Medina,2012,White,5-14,23835,8395
Medina,2013,Black,5-14,581,8397
Medina,2013,White,5-14,23493,8398
Medina,2014,Black,5-14,574,8400
Medina,2014,White,5-14,23023,8401
Medina,2015,Black,5-14,590,8403
Medina,2015,White,5-14,22491,8404
Medina,2016,Black,5-14,611,8406
Medina,2016,White,5-14,22090,8407
Medina,2017,Black,5-14,636,8409
Medina,2017,White,5-14,22008,8410
Medina,2018,Black,5-14,638,8412
Medina,2018,White,5-14,21644,8413
Medina,2019,Black,5-14,638,8415
Medina,2019,White,5-14,21520,8416
Medina,2020,Black,5-14,649,8418
Medina,2020,White,5-14,21478,8419
Meigs,2010,Black,5-14,61,8424
Meigs,2010,White,5-14,3014,8425
Meigs,2011,Black,5-14,56,8427
Meigs,2011,White,5-14,3002,8428
Meigs,2012,Black,5-14,55,8430
Meigs,2012,White,5-14,3004,8431
Meigs,2013,Black,5-14,45,8433
Meigs,2013,White,5-14,2970,8434
Meigs,2014,Black,5-14,43,8436
Meigs,2014,White,5-14,2910,8437
Meigs,2015,Black,5-14,43,8439
Meigs,2015,White,5-14,2888,8440
Meigs,2016,Black,5-14,42,8442
Meigs,2016,White,5-14,2813,8443
Meigs,2017,Black,5-14,44,8445
Meigs,2017,White,5-14,2737,8446
Meigs,2018,Black,5-14,47,8448
Meigs,2018,White,5-14,2706,8449
Meigs,2019,Black,5-14,58,8451
Meigs,2019,White,5-14,2622,8452
Meigs,2020,Black,5-14,51,8454
Meigs,2020,White,5-14,2525,8455
Mercer,2010,Black,5-14,64,8460
Mercer,2010,White,5-14,5792,8461
Mercer,2011,Black,5-14,69,8463
Mercer,2011,White,5-14,5788,8464
Mercer,2012,Black,5-14,69,8466
Mercer,2012,White,5-14,5794,8467
Mercer,2013,Black,5-14,75,8469
Mercer,2013,White,5-14,5769,8470
Mercer,2014,Black,5-14,82,8472
Mercer,2014,White,5-14,5676,8473
Mercer,2015,Black,5-14,74,8475
Mercer,2015,White,5-14,5667,8476
Mercer,2016,Black,5-14,83,8478
Mercer,2016,White,5-14,5596,8479
Mercer,2017,Black,5-14,95,8481
Mercer,2017,White,5-14,5557,8482
Mercer,2018,Black,5-14,97,8484
Mercer,2018,White,5-14,5519,8485
Mercer,2019,Black,5-14,97,8487
Mercer,2019,White,5-14,5537,8488
Mercer,2020,Black,5-14,98,8490
Mercer,2020,White,5-14,5527,8491
Miami,2010,Black,5-14,620,8496
Miami,2010,White,5-14,13053,8497
Miami,2011,Black,5-14,657,8499
Miami,2011,White,5-14,12923,8500
Miami,2012,Black,5-14,603,8502
Miami,2012,White,5-14,12950,8503
Miami,2013,Black,5-14,629,8505
Miami,2013,White,5-14,12805,8506
Miami,2014,Black,5-14,637,8508
Miami,2014,White,5-14,12951,8509
Miami,2015,Black,5-14,617,8511
Miami,2015,White,5-14,12757,8512
Miami,2016,Black,5-14,655,8514
Miami,2016,White,5-14,12646,8515
Miami,2017,Black,5-14,653,8517
Miami,2017,White,5-14,12622,8518
Miami,2018,Black,5-14,642,8520
Miami,2018,White,5-14,12632,8521
Miami,2019,Black,5-14,670,8523
Miami,2019,White,5-14,12841,8524
Miami,2020,Black,5-14,712,8526
Miami,2020,White,5-14,12936,8527
Monroe,2010,Black,5-14,20,8532
Monroe,2010,White,5-14,1699,8533
Monroe,2011,Black,5-14,23,8535
Monroe,2011,White,5-14,1684,8536
Monroe,2012,Black,5-14,18,8538
Monroe,2012,White,5-14,1665,8539
Monroe,2013,Black,5-14,23,8541
Monroe,2013,White,5-14,1686,8542
Monroe,2014,Black,5-14,27,8544
Monroe,2014,White,5-14,1683,8545
Monroe,2015,Black,5-14,26,8547
Monroe,2015,White,5-14,1635,8548
Monroe,2016,Black,5-14,27,8550
Monroe,2016,White,5-14,1626,8551
Monroe,2017,Black,5-14,30,8553
Monroe,2017,White,5-14,1544,8554
Monroe,2018,Black,5-14,27,8556
Monroe,2018,White,5-14,1555,8557
Monroe,2019,Black,5-14,25,8559
Monroe,2019,White,5-14,1546,8560
Monroe,2020,Black,5-14,26,8562
Monroe,2020,White,5-14,1561,8563
Montgomery,2010,Black,5-14,19037,8568
Montgomery,2010,White,5-14,47011,8569
Montgomery,2011,Black,5-14,18905,8571
Montgomery,2011,White,5-14,46757,8572
Montgomery,2012,Black,5-14,19016,8574
Montgomery,2012,White,5-14,46433,8575
Montgomery,2013,Black,5-14,18985,8577
Montgomery,2013,White,5-14,46082,8578
Montgomery,2014,Black,5-14,18875,8580
Montgomery,2014,White,5-14,45400,8581
Montgomery,2015,Black,5-14,18802,8583
Montgomery,2015,White,5-14,45001,8584
Montgomery,2016,Black,5-14,18607,8586
Montgomery,2016,White,5-14,44389,8587
Montgomery,2017,Black,5-14,18573,8589
Montgomery,2017,White,5-14,44214,8590
Montgomery,2018,Black,5-14,18655,8592
Montgomery,2018,White,5-14,43997,8593
Montgomery,2019,Black,5-14,18695,8595
Montgomery,2019,White,5-14,43674,8596
Montgomery,2020,Black,5-14,18837,8598
Montgomery,2020,White,5-14,43577,8599
Morgan,2010,Black,5-14,114,8604
Morgan,2010,White,5-14,1828,8605
Morgan,2011,Black,5-14,128,8607
Morgan,2011,White,5-14,1837,8608
Morgan,2012,Black,5-14,116,8610
Morgan,2012,White,5-14,1798,8611
Morgan,2013,Black,5-14,120,8613
Morgan,2013,White,5-14,1776,8614
Morgan,2014,Black,5-14,123,8616
Morgan,2014,White,5-14,1712,8617
Morgan,2015,Black,5-14,133,8619
Morgan,2015,White,5-14,1714,8620
Morgan,2016,Black,5-14,126,8622
Morgan,2016,White,5-14,1671,8623
Morgan,2017,Black,5-14,123,8625
Morgan,2017,White,5-14,1645,8626
Morgan,2018,Black,5-14,124,8628
Morgan,2018,White,5-14,1594,8629
Morgan,2019,Black,5-14,130,8631
Morgan,2019,White,5-14,1550,8632
Morgan,2020,Black,5-14,126,8634
Morgan,2020,White,5-14,1501,8635
Morrow,2010,Black,5-14,65,8640
Morrow,2010,White,5-14,5037,8641
Morrow,2011,Black,5-14,80,8643
Morrow,2011,White,5-14,4997,8644
Morrow,2012,Black,5-14,75,8646
Morrow,2012,White,5-14,4875,8647
Morrow,2013,Black,5-14,79,8649
Morrow,2013,White,5-14,4834,8650
Morrow,2014,Black,5-14,85,8652
Morrow,2014,White,5-14,4764,8653
Morrow,2015,Black,5-14,104,8655
Morrow,2015,White,5-14,4753,8656
Morrow,2016,Black,5-14,88,8658
Morrow,2016,White,5-14,4668,8659
Morrow,2017,Black,5-14,86,8661
Morrow,2017,White,5-14,4560,8662
Morrow,2018,Black,5-14,90,8664
Morrow,2018,White,5-14,4419,8665
Morrow,2019,Black,5-14,90,8667
Morrow,2019,White,5-14,4321,8668
Morrow,2020,Black,5-14,88,8670
Morrow,2020,White,5-14,4212,8671
Muskingum,2010,Black,5-14,871,8676
Muskingum,2010,White,5-14,10629,8677
Muskingum,2011,Black,5-14,871,8679
Muskingum,2011,White,5-14,10471,8680
Muskingum,2012,Black,5-14,856,8682
Muskingum,2012,White,5-14,10262,8683
Muskingum,2013,Black,5-14,848,8685
Muskingum,2013,White,5-14,10145,8686
Muskingum,2014,Black,5-14,868,8688
Muskingum,2014,White,5-14,10051,8689
Muskingum,2015,Black,5-14,875,8691
Muskingum,2015,White,5-14,10030,8692
Muskingum,2016,Black,5-14,878,8694
Muskingum,2016,White,5-14,9931,8695
Muskingum,2017,Black,5-14,886,8697
Muskingum,2017,White,5-14,9891,8698
Muskingum,2018,Black,5-14,895,8700
Muskingum,2018,White,5-14,9847,8701
Muskingum,2019,Black,5-14,918,8703
Muskingum,2019,White,5-14,9815,8704
Muskingum,2020,Black,5-14,903,8706
Muskingum,2020,White,5-14,9848,8707
Noble,2010,Black,5-14,7,8712
Noble,2010,White,5-14,1493,8713
Noble,2011,Black,5-14,10,8715
Noble,2011,White,5-14,1524,8716
Noble,2012,Black,5-14,9,8718
Noble,2012,White,5-14,1501,8719
Noble,2013,Black,5-14,11,8721
Noble,2013,White,5-14,1468,8722
Noble,2014,Black,5-14,10,8724
Noble,2014,White,5-14,1455,8725
Noble,2015,Black,5-14,13,8727
Noble,2015,White,5-14,1458,8728
Noble,2016,Black,5-14,15,8730
Noble,2016,White,5-14,1508,8731
Noble,2017,Black,5-14,12,8733
Noble,2017,White,5-14,1506,8734
Noble,2018,Black,5-14,16,8736
Noble,2018,White,5-14,1475,8737
Noble,2019,Black,5-14,27,8739
Noble,2019,White,5-14,1488,8740
Noble,2020,Black,5-14,22,8742
Noble,2020,White,5-14,1496,8743
NonOH,2010,Black,5-14,0,8748
NonOH,2010,White,5-14,0,8749
NonOH,2011,Black,5-14,0,8751
NonOH,2011,White,5-14,0,8752
NonOH,2012,Black,5-14,0,8754
NonOH,2012,White,5-14,0,8755
NonOH,2013,Black,5-14,0,8757
NonOH,2013,White,5-14,0,8758
NonOH,2014,Black,5-14,0,8760
NonOH,2014,White,5-14,0,8761
NonOH,2015,Black,5-14,0,8763
NonOH,2015,White,5-14,0,8764
NonOH,2016,Black,5-14,0,8766
NonOH,2016,White,5-14,0,8767
NonOH,2017,Black,5-14,0,8769
NonOH,2017,White,5-14,0,8770
NonOH,2018,Black,5-14,0,8772
NonOH,2018,White,5-14,0,8773
NonOH,2019,Black,5-14,0,8775
NonOH,2019,White,5-14,0,8776
NonOH,2020,Black,5-14,0,8778
NonOH,2020,White,5-14,0,8779
Ottawa,2010,Black,5-14,132,8784
Ottawa,2010,White,5-14,4713,8785
Ottawa,2011,Black,5-14,128,8787
Ottawa,2011,White,5-14,4658,8788
Ottawa,2012,Black,5-14,136,8790
Ottawa,2012,White,5-14,4601,8791
Ottawa,2013,Black,5-14,137,8793
Ottawa,2013,White,5-14,4558,8794
Ottawa,2014,Black,5-14,124,8796
Ottawa,2014,White,5-14,4492,8797
Ottawa,2015,Black,5-14,127,8799
Ottawa,2015,White,5-14,4373,8800
Ottawa,2016,Black,5-14,126,8802
Ottawa,2016,White,5-14,4210,8803
Ottawa,2017,Black,5-14,120,8805
Ottawa,2017,White,5-14,4217,8806
Ottawa,2018,Black,5-14,136,8808
Ottawa,2018,White,5-14,4142,8809
Ottawa,2019,Black,5-14,136,8811
Ottawa,2019,White,5-14,3985,8812
Ottawa,2020,Black,5-14,133,8814
Ottawa,2020,White,5-14,3927,8815
Paulding,2010,Black,5-14,66,8820
Paulding,2010,White,5-14,2592,8821
Paulding,2011,Black,5-14,66,8823
Paulding,2011,White,5-14,2574,8824
Paulding,2012,Black,5-14,69,8826
Paulding,2012,White,5-14,2561,8827
Paulding,2013,Black,5-14,60,8829
Paulding,2013,White,5-14,2569,8830
Paulding,2014,Black,5-14,51,8832
Paulding,2014,White,5-14,2541,8833
Paulding,2015,Black,5-14,49,8835
Paulding,2015,White,5-14,2538,8836
Paulding,2016,Black,5-14,52,8838
Paulding,2016,White,5-14,2487,8839
Paulding,2017,Black,5-14,52,8841
Paulding,2017,White,5-14,2465,8842
Paulding,2018,Black,5-14,55,8844
Paulding,2018,White,5-14,2444,8845
Paulding,2019,Black,5-14,58,8847
Paulding,2019,White,5-14,2430,8848
Paulding,2020,Black,5-14,71,8850
Paulding,2020,White,5-14,2390,8851
Perry,2010,Black,5-14,55,8856
Perry,2010,White,5-14,5161,8857
Perry,2011,Black,5-14,63,8859
Perry,2011,White,5-14,5119,8860
Perry,2012,Black,5-14,70,8862
Perry,2012,White,5-14,5024,8863
Perry,2013,Black,5-14,70,8865
Perry,2013,White,5-14,4935,8866
Perry,2014,Black,5-14,69,8868
Perry,2014,White,5-14,4825,8869
Perry,2015,Black,5-14,76,8871
Perry,2015,White,5-14,4777,8872
Perry,2016,Black,5-14,66,8874
Perry,2016,White,5-14,4706,8875
Perry,2017,Black,5-14,73,8877
Perry,2017,White,5-14,4658,8878
Perry,2018,Black,5-14,75,8880
Perry,2018,White,5-14,4670,8881
Perry,2019,Black,5-14,84,8883
Perry,2019,White,5-14,4701,8884
Perry,2020,Black,5-14,92,8886
Perry,2020,White,5-14,4742,8887
Pickaway,2010,Black,5-14,122,8892
Pickaway,2010,White,5-14,7270,8893
Pickaway,2011,Black,5-14,114,8895
Pickaway,2011,White,5-14,7218,8896
Pickaway,2012,Black,5-14,126,8898
Pickaway,2012,White,5-14,7155,8899
Pickaway,2013,Black,5-14,128,8901
Pickaway,2013,White,5-14,7021,8902
Pickaway,2014,Black,5-14,139,8904
Pickaway,2014,White,5-14,6896,8905
Pickaway,2015,Black,5-14,170,8907
Pickaway,2015,White,5-14,6900,8908
Pickaway,2016,Black,5-14,176,8910
Pickaway,2016,White,5-14,6706,8911
Pickaway,2017,Black,5-14,186,8913
Pickaway,2017,White,5-14,6610,8914
Pickaway,2018,Black,5-14,215,8916
Pickaway,2018,White,5-14,6651,8917
Pickaway,2019,Black,5-14,216,8919
Pickaway,2019,White,5-14,6627,8920
Pickaway,2020,Black,5-14,223,8922
Pickaway,2020,White,5-14,6707,8923
Pike,2010,Black,5-14,70,8928
Pike,2010,White,5-14,3833,8929
Pike,2011,Black,5-14,78,8931
Pike,2011,White,5-14,3854,8932
Pike,2012,Black,5-14,88,8934
Pike,2012,White,5-14,3850,8935
Pike,2013,Black,5-14,82,8937
Pike,2013,White,5-14,3815,8938
Pike,2014,Black,5-14,86,8940
Pike,2014,White,5-14,3759,8941
Pike,2015,Black,5-14,86,8943
Pike,2015,White,5-14,3619,8944
Pike,2016,Black,5-14,78,8946
Pike,2016,White,5-14,3644,8947
Pike,2017,Black,5-14,89,8949
Pike,2017,White,5-14,3601,8950
Pike,2018,Black,5-14,95,8952
Pike,2018,White,5-14,3497,8953
Pike,2019,Black,5-14,100,8955
Pike,2019,White,5-14,3491,8956
Pike,2020,Black,5-14,109,8958
Pike,2020,White,5-14,3407,8959
Portage,2010,Black,5-14,1249,8964
Portage,2010,White,5-14,17438,8965
Portage,2011,Black,5-14,1260,8967
Portage,2011,White,5-14,17178,8968
Portage,2012,Black,5-14,1241,8970
Portage,2012,White,5-14,16934,8971
Portage,2013,Black,5-14,1232,8973
Portage,2013,White,5-14,16567,8974
Portage,2014,Black,5-14,1242,8976
Portage,2014,White,5-14,16368,8977
Portage,2015,Black,5-14,1184,8979
Portage,2015,White,5-14,16002,8980
Portage,2016,Black,5-14,1216,8982
Portage,2016,White,5-14,15708,8983
Portage,2017,Black,5-14,1283,8985
Portage,2017,White,5-14,15355,8986
Portage,2018,Black,5-14,1331,8988
Portage,2018,White,5-14,15268,8989
Portage,2019,Black,5-14,1372,8991
Portage,2019,White,5-14,15091,8992
Portage,2020,Black,5-14,1420,8994
Portage,2020,White,5-14,14967,8995
Preble,2010,Black,5-14,72,9000
Preble,2010,White,5-14,5686,9001
Preble,2011,Black,5-14,69,9003
Preble,2011,White,5-14,5670,9004
Preble,2012,Black,5-14,75,9006
Preble,2012,White,5-14,5556,9007
Preble,2013,Black,5-14,79,9009
Preble,2013,White,5-14,5537,9010
Preble,2014,Black,5-14,83,9012
Preble,2014,White,5-14,5489,9013
Preble,2015,Black,5-14,95,9015
Preble,2015,White,5-14,5328,9016
Preble,2016,Black,5-14,99,9018
Preble,2016,White,5-14,5256,9019
Preble,2017,Black,5-14,104,9021
Preble,2017,White,5-14,5202,9022
Preble,2018,Black,5-14,106,9024
Preble,2018,White,5-14,5109,9025
Preble,2019,Black,5-14,122,9027
Preble,2019,White,5-14,5005,9028
Preble,2020,Black,5-14,139,9030
Preble,2020,White,5-14,4977,9031
Putnam,2010,Black,5-14,59,9036
Putnam,2010,White,5-14,4858,9037
Putnam,2011,Black,5-14,65,9039
Putnam,2011,White,5-14,4784,9040
Putnam,2012,Black,5-14,72,9042
Putnam,2012,White,5-14,4729,9043
Putnam,2013,Black,5-14,71,9045
Putnam,2013,White,5-14,4758,9046
Putnam,2014,Black,5-14,78,9048
Putnam,2014,White,5-14,4837,9049
Putnam,2015,Black,5-14,74,9051
Putnam,2015,White,5-14,4829,9052
Putnam,2016,Black,5-14,74,9054
Putnam,2016,White,5-14,4841,9055
Putnam,2017,Black,5-14,70,9057
Putnam,2017,White,5-14,4820,9058
Putnam,2018,Black,5-14,77,9060
Putnam,2018,White,5-14,4811,9061
Putnam,2019,Black,5-14,87,9063
Putnam,2019,White,5-14,4872,9064
Putnam,2020,Black,5-14,84,9066
Putnam,2020,White,5-14,4869,9067
Richland,2010,Black,5-14,1688,9072
Richland,2010,White,5-14,13562,9073
Richland,2011,Black,5-14,1646,9075
Richland,2011,White,5-14,13350,9076
Richland,2012,Black,5-14,1667,9078
Richland,2012,White,5-14,13319,9079
Richland,2013,Black,5-14,1696,9081
Richland,2013,White,5-14,13240,9082
Richland,2014,Black,5-14,1672,9084
Richland,2014,White,5-14,13051,9085
Richland,2015,Black,5-14,1666,9087
Richland,2015,White,5-14,12919,9088
Richland,2016,Black,5-14,1661,9090
Richland,2016,White,5-14,12776,9091
Richland,2017,Black,5-14,1725,9093
Richland,2017,White,5-14,12754,9094
Richland,2018,Black,5-14,1746,9096
Richland,2018,White,5-14,12871,9097
Richland,2019,Black,5-14,1811,9099
Richland,2019,White,5-14,12735,9100
Richland,2020,Black,5-14,1800,9102
Richland,2020,White,5-14,12765,9103
Ross,2010,Black,5-14,581,9108
Ross,2010,White,5-14,9137,9109
Ross,2011,Black,5-14,580,9111
Ross,2011,White,5-14,9118,9112
Ross,2012,Black,5-14,576,9114
Ross,2012,White,5-14,9056,9115
Ross,2013,Black,5-14,579,9117
Ross,2013,White,5-14,8963,9118
Ross,2014,Black,5-14,562,9120
Ross,2014,White,5-14,8829,9121
Ross,2015,Black,5-14,540,9123
Ross,2015,White,5-14,8736,9124
Ross,2016,Black,5-14,563,9126
Ross,2016,White,5-14,8481,9127
Ross,2017,Black,5-14,564,9129
Ross,2017,White,5-14,8476,9130
Ross,2018,Black,5-14,549,9132
Ross,2018,White,5-14,8412,9133
Ross,2019,Black,5-14,591,9135
Ross,2019,White,5-14,8393,9136
Ross,2020,Black,5-14,611,9138
Ross,2020,White,5-14,8348,9139
Sandusky,2010,Black,5-14,563,9144
Sandusky,2010,White,5-14,7685,9145
Sandusky,2011,Black,5-14,565,9147
Sandusky,2011,White,5-14,7539,9148
Sandusky,2012,Black,5-14,576,9150
Sandusky,2012,White,5-14,7531,9151
Sandusky,2013,Black,5-14,609,9153
Sandusky,2013,White,5-14,7414,9154
Sandusky,2014,Black,5-14,608,9156
Sandusky,2014,White,5-14,7355,9157
Sandusky,2015,Black,5-14,615,9159
Sandusky,2015,White,5-14,7192,9160
Sandusky,2016,Black,5-14,592,9162
Sandusky,2016,White,5-14,7037,9163
Sandusky,2017,Black,5-14,621,9165
Sandusky,2017,White,5-14,6853,9166
Sandusky,2018,Black,5-14,627,9168
Sandusky,2018,White,5-14,6611,9169
Sandusky,2019,Black,5-14,638,9171
Sandusky,2019,White,5-14,6551,9172
Sandusky,2020,Black,5-14,630,9174
Sandusky,2020,White,5-14,6462,9175
Scioto,2010,Black,5-14,306,9180
Scioto,2010,White,5-14,9747,9181
Scioto,2011,Black,5-14,328,9183
Scioto,2011,White,5-14,9635,9184
Scioto,2012,Black,5-14,334,9186
Scioto,2012,White,5-14,9449,9187
Scioto,2013,Black,5-14,330,9189
Scioto,2013,White,5-14,9345,9190
Scioto,2014,Black,5-14,321,9192
Scioto,2014,White,5-14,9195,9193
Scioto,2015,Black,5-14,312,9195
Scioto,2015,White,5-14,9139,9196
Scioto,2016,Black,5-14,312,9198
Scioto,2016,White,5-14,8890,9199
Scioto,2017,Black,5-14,319,9201
Scioto,2017,White,5-14,8803,9202
Scioto,2018,Black,5-14,350,9204
Scioto,2018,White,5-14,8679,9205
Scioto,2019,Black,5-14,341,9207
Scioto,2019,White,5-14,8651,9208
Scioto,2020,Black,5-14,352,9210
Scioto,2020,White,5-14,8549,9211
Seneca,2010,Black,5-14,360,9216
Seneca,2010,White,5-14,7046,9217
Seneca,2011,Black,5-14,348,9219
Seneca,2011,White,5-14,7075,9220
Seneca,2012,Black,5-14,347,9222
Seneca,2012,White,5-14,7055,9223
Seneca,2013,Black,5-14,351,9225
Seneca,2013,White,5-14,6956,9226
Seneca,2014,Black,5-14,360,9228
Seneca,2014,White,5-14,6923,9229
Seneca,2015,Black,5-14,352,9231
Seneca,2015,White,5-14,6796,9232
Seneca,2016,Black,5-14,341,9234
Seneca,2016,White,5-14,6701,9235
Seneca,2017,Black,5-14,358,9237
Seneca,2017,White,5-14,6528,9238
Seneca,2018,Black,5-14,378,9240
Seneca,2018,White,5-14,6372,9241
Seneca,2019,Black,5-14,398,9243
Seneca,2019,White,5-14,6134,9244
Seneca,2020,Black,5-14,441,9246
Seneca,2020,White,5-14,6025,9247
Shelby,2010,Black,5-14,338,9252
Shelby,2010,White,5-14,7202,9253
Shelby,2011,Black,5-14,336,9255
Shelby,2011,White,5-14,7202,9256
Shelby,2012,Black,5-14,347,9258
Shelby,2012,White,5-14,7091,9259
Shelby,2013,Black,5-14,351,9261
Shelby,2013,White,5-14,7064,9262
Shelby,2014,Black,5-14,386,9264
Shelby,2014,White,5-14,6835,9265
Shelby,2015,Black,5-14,379,9267
Shelby,2015,White,5-14,6726,9268
Shelby,2016,Black,5-14,361,9270
Shelby,2016,White,5-14,6548,9271
Shelby,2017,Black,5-14,356,9273
Shelby,2017,White,5-14,6443,9274
Shelby,2018,Black,5-14,363,9276
Shelby,2018,White,5-14,6333,9277
Shelby,2019,Black,5-14,369,9279
Shelby,2019,White,5-14,6190,9280
Shelby,2020,Black,5-14,361,9282
Shelby,2020,White,5-14,6137,9283
Stark,2010,Black,5-14,6162,9288
Stark,2010,White,5-14,41253,9289
Stark,2011,Black,5-14,6163,9291
Stark,2011,White,5-14,40680,9292
Stark,2012,Black,5-14,6222,9294
Stark,2012,White,5-14,40271,9295
Stark,2013,Black,5-14,6220,9297
Stark,2013,White,5-14,39908,9298
Stark,2014,Black,5-14,6202,9300
Stark,2014,White,5-14,39446,9301
Stark,2015,Black,5-14,6182,9303
Stark,2015,White,5-14,38802,9304
Stark,2016,Black,5-14,6194,9306
Stark,2016,White,5-14,38288,9307
Stark,2017,Black,5-14,6207,9309
Stark,2017,White,5-14,37797,9310
Stark,2018,Black,5-14,6230,9312
Stark,2018,White,5-14,37372,9313
Stark,2019,Black,5-14,6391,9315
Stark,2019,White,5-14,37123,9316
Stark,2020,Black,5-14,6412,9318
Stark,2020,White,5-14,36963,9319
Summit,2010,Black,5-14,14138,9324
Summit,2010,White,5-14,52385,9325
Summit,2011,Black,5-14,14024,9327
Summit,2011,White,5-14,51256,9328
Summit,2012,Black,5-14,14019,9330
Summit,2012,White,5-14,50245,9331
Summit,2013,Black,5-14,14073,9333
Summit,2013,White,5-14,49542,9334
Summit,2014,Black,5-14,14074,9336
Summit,2014,White,5-14,48486,9337
Summit,2015,Black,5-14,14035,9339
Summit,2015,White,5-14,47462,9340
Summit,2016,Black,5-14,13945,9342
Summit,2016,White,5-14,46543,9343
Summit,2017,Black,5-14,14002,9345
Summit,2017,White,5-14,45783,9346
Summit,2018,Black,5-14,14113,9348
Summit,2018,White,5-14,45163,9349
Summit,2019,Black,5-14,14308,9351
Summit,2019,White,5-14,44523,9352
Summit,2020,Black,5-14,14448,9354
Summit,2020,White,5-14,43921,9355
Trumbull,2010,Black,5-14,3215,9360
Trumbull,2010,White,5-14,22540,9361
Trumbull,2011,Black,5-14,3187,9363
Trumbull,2011,White,5-14,22316,9364
Trumbull,2012,Black,5-14,3170,9366
Trumbull,2012,White,5-14,21966,9367
Trumbull,2013,Black,5-14,3134,9369
Trumbull,2013,White,5-14,21551,9370
Trumbull,2014,Black,5-14,3089,9372
Trumbull,2014,White,5-14,21099,9373
Trumbull,2015,Black,5-14,3060,9375
Trumbull,2015,White,5-14,20579,9376
Trumbull,2016,Black,5-14,3026,9378
Trumbull,2016,White,5-14,20159,9379
Trumbull,2017,Black,5-14,3006,9381
Trumbull,2017,White,5-14,19654,9382
Trumbull,2018,Black,5-14,2966,9384
Trumbull,2018,White,5-14,19465,9385
Trumbull,2019,Black,5-14,2948,9387
Trumbull,2019,White,5-14,19175,9388
Trumbull,2020,Black,5-14,3008,9390
Trumbull,2020,White,5-14,18928,9391
Tuscarawas,2010,Black,5-14,260,9396
Tuscarawas,2010,White,5-14,11969,9397
Tuscarawas,2011,Black,5-14,245,9399
Tuscarawas,2011,White,5-14,11789,9400
Tuscarawas,2012,Black,5-14,261,9402
Tuscarawas,2012,White,5-14,11651,9403
Tuscarawas,2013,Black,5-14,262,9405
Tuscarawas,2013,White,5-14,11607,9406
Tuscarawas,2014,Black,5-14,278,9408
Tuscarawas,2014,White,5-14,11525,9409
Tuscarawas,2015,Black,5-14,278,9411
Tuscarawas,2015,White,5-14,11400,9412
Tuscarawas,2016,Black,5-14,297,9414
Tuscarawas,2016,White,5-14,11229,9415
Tuscarawas,2017,Black,5-14,334,9417
Tuscarawas,2017,White,5-14,11286,9418
Tuscarawas,2018,Black,5-14,358,9420
Tuscarawas,2018,White,5-14,11164,9421
Tuscarawas,2019,Black,5-14,368,9423
