"","year","year_int","county","race","O_c","O_fc","O_s","O_fs","E_c","E_fc","E_s","E_fs"
"1474",2016,6,"Pike","White",1,1,2,2,0.469109882935071,0.469109882935071,0.0229637467410578,0.0229637467410578
"1475",2016,6,"Portage","White",1,7,3,4,2.532343260961,2.532343260961,0.122066362622501,0.122066362622501
"1476",2016,6,"Preble","White",1,8,1,2,0.688989385813197,0.688989385813197,0.0336120880667611,0.0336120880667611
"1477",2016,6,"Putnam","White",2,2,0,0,0.553300231963511,0.553300231963511,0.02716195193135,0.02716195193135
"1478",2016,6,"Richland","White",9,14,0,0,1.79495252047268,1.79495252047268,0.0887976597006843,0.0887976597006843
"1479",2016,6,"Ross","White",5,11,3,3,1.2765740639688,1.2765740639688,0.062488982015474,0.062488982015474
"1480",2016,6,"Sandusky","White",5,6,3,3,0.964313558171211,0.964313558171211,0.0472817724688445,0.0472817724688445
"1481",2016,6,"Scioto","White",0,2,0,2,1.25514164874564,1.25514164874564,0.0624782733531905,0.0624782733531905
"1482",2016,6,"Seneca","White",0,0,0,0,0.884010796732253,0.884010796732253,0.0434015786109704,0.0434015786109704
"1483",2016,6,"Shelby","White",0,3,1,1,0.787785397271198,0.787785397271198,0.0382546069886436,0.0382546069886436
"1484",2016,6,"Stark","White",5,17,1,5,5.70731467950898,5.70731467950898,0.283312860058825,0.283312860058825
"1485",2016,6,"Summit","White",13,42,13,36,7.69687506615548,7.69687506615548,0.388592096514512,0.388592096514512
"1486",2016,6,"Trumbull","White",11,33,1,2,3.06103407242602,3.06103407242602,0.150436506702887,0.150436506702887
"1487",2016,6,"Tuscarawas","White",1,2,1,1,1.50570936525211,1.50570936525211,0.0746149159821641,0.0746149159821641
"1488",2016,6,"Union","White",1,1,1,1,0.949182539385224,0.949182539385224,0.0456350359228767,0.0456350359228767
"1489",2016,6,"Van Wert","White",1,2,0,1,0.460238871054247,0.460238871054247,0.0225928622621978,0.0225928622621978
"1490",2016,6,"Vinton","White",0,0,0,1,0.223371165333334,0.223371165333334,0.0107757699491201,0.0107757699491201
"1491",2016,6,"Warren","White",7,18,2,3,3.65896458174197,3.65896458174197,0.172909484323563,0.172909484323563
"1492",2016,6,"Washington","White",2,3,1,1,0.998802268160489,0.998802268160489,0.0493060761986593,0.0493060761986593
"1493",2016,6,"Wayne","White",4,6,6,8,1.82293831315395,1.82293831315395,0.0904968004829746,0.0904968004829746
"1494",2016,6,"Williams","White",1,2,2,2,0.603144074809472,0.603144074809472,0.0297382482096311,0.0297382482096311
"1495",2016,6,"Wood","White",3,5,0,1,1.98717750036772,1.98717750036772,0.0970817582425175,0.0970817582425175
"1496",2016,6,"Wyandot","White",0,1,0,0,0.365036383250139,0.365036383250139,0.0177813806407741,0.0177813806407741
"1497",2017,7,"Adams","White",0,0,0,1,0.461683893091071,0.461683893091071,0.0224739780288717,0.0224739780288717
"1498",2017,7,"Allen","White",1,2,0,1,1.44815753554121,1.44815753554121,0.0722860919868151,0.0722860919868151
"1499",2017,7,"Ashland","White",0,0,1,1,0.846850987829672,0.846850987829672,0.0415672127890127,0.0415672127890127
"1500",2017,7,"Ashtabula","White",1,3,7,9,1.57241564249131,1.57241564249131,0.0774676096415433,0.0774676096415433
"1501",2017,7,"Athens","White",0,0,2,2,0.962319755637946,0.962319755637946,0.0464061781964637,0.0464061781964637
